Month Ending,ME Date,Year,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September,30,2018,Cook,IL,Passenger,1,0,1,256,257,0.39
September,30,2018,Riverside,CA,Passenger,2,2,4,688,692,0.58
September,30,2018,Mason,WA,Truck,0,0,0,20090,20090,0
September,30,2018,Broward,FL,Passenger,1,1,2,135,137,1.46
September,30,2018,Sedgwick,KS,Passenger,0,1,1,97,98,1.02
September,30,2018,San Juan,WA,Truck,0,0,0,5761,5761,0
September,30,2018,Asotin,WA,Truck,0,0,0,6631,6631,0
September,30,2018,Manassas,VA,Passenger,0,1,1,9,10,10
September,30,2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5
September,30,2018,Charleston,SC,Passenger,1,0,1,129,130,0.77
September,30,2018,San Juan,WA,Passenger,161,68,229,14183,14412,1.59
September,30,2018,Lane,OR,Passenger,0,1,1,177,178,0.56
September,30,2018,Chelan,WA,Truck,0,0,0,22027,22027,0
September,30,2018,DeKalb,GA,Passenger,1,0,1,78,79,1.27
September,30,2018,Skagit,WA,Truck,1,0,1,32261,32262,0
September,30,2018,Hennepin,MN,Passenger,1,0,1,110,111,0.9
September,30,2018,Santa Rosa,FL,Passenger,1,0,1,89,90,1.11
September,30,2018,Fresno,CA,Passenger,1,0,1,191,192,0.52
September,30,2018,Garfield,WA,Truck,0,0,0,966,966,0
September,30,2018,Nueces,TX,Passenger,1,1,2,88,90,2.22
September,30,2018,Queens,NY,Passenger,1,0,1,61,62,1.61
September,30,2018,Larimer,CO,Passenger,1,0,1,61,62,1.61
September,30,2018,Franklin,WA,Truck,0,0,0,18876,18876,0
September,30,2018,Clark,NV,Passenger,1,2,3,732,735,0.41
September,30,2018,Tulsa,OK,Passenger,1,1,2,47,49,4.08
September,30,2018,Pierce,WA,Truck,0,0,0,138460,138460,0
September,30,2018,El Paso,TX,Passenger,1,0,1,498,499,0.2
September,30,2018,Adams,WA,Passenger,5,5,10,12682,12692,0.08
September,30,2018,Kittitas,WA,Passenger,55,36,91,29200,29291,0.31
September,30,2018,San Mateo,CA,Passenger,1,1,2,132,134,1.49
April,30,2019,Pierce,WA,Passenger,1692,1486,3178,540913,544091,0.58
April,30,2019,New London,CT,Passenger,0,2,2,250,252,0.79
April,30,2019,Clark,WA,Truck,0,0,0,80105,80105,0
April,30,2019,Grant,WA,Truck,0,0,0,26430,26430,0
April,30,2019,Anne Arundel,MD,Passenger,0,2,2,448,450,0.44
April,30,2019,Wahkiakum,WA,Truck,0,0,0,1733,1733,0
April,30,2019,Travis,TX,Passenger,2,1,3,196,199,1.51
April,30,2019,Jefferson,NY,Passenger,0,2,2,219,221,0.9
April,30,2019,Wahkiakum,WA,Passenger,1,1,2,3014,3016,0.07
April,30,2019,Hennepin,MN,Passenger,2,0,2,103,105,1.9
April,30,2019,Yakima,WA,Passenger,93,103,196,164616,164812,0.12
April,30,2019,Douglas,NE,Passenger,0,1,1,63,64,1.56
April,30,2019,Montgomery,PA,Passenger,2,0,2,38,40,5
April,30,2019,Nueces,TX,Passenger,1,1,2,96,98,2.04
April,30,2019,Whitman,WA,Passenger,29,45,74,22711,22785,0.32
April,30,2019,Skamania,WA,Truck,0,0,0,4039,4039,0
April,30,2019,San Juan,PR,Passenger,0,1,1,3,4,25
April,30,2019,Benton,WA,Passenger,248,263,511,133307,133818,0.38
April,30,2019,Whitman,WA,Truck,0,0,0,8517,8517,0
April,30,2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
April,30,2019,Nantucket,MA,Passenger,1,0,1,3,4,25
April,30,2019,Norfolk,VA,Passenger,2,2,4,352,356,1.12
April,30,2019,Jefferson,WA,Passenger,187,118,305,24901,25206,1.21
April,30,2019,Walla Walla,WA,Passenger,46,57,103,36137,36240,0.28
April,30,2019,Lake,FL,Passenger,1,0,1,19,20,5
April,30,2019,St. Clair,IL,Passenger,0,1,1,160,161,0.62
April,30,2019,Ramsey,MN,Passenger,1,0,1,43,44,2.27
April,30,2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
April,30,2019,San Mateo,CA,Passenger,2,1,3,122,125,2.4
April,30,2019,Brevard,FL,Passenger,0,1,1,85,86,1.16
April,30,2019,Cochise,AZ,Passenger,0,1,1,116,117,0.85
April,30,2019,Pinal,AZ,Passenger,2,0,2,195,197,1.02
April,30,2019,Chelan,WA,Truck,0,0,0,22173,22173,0
April,30,2019,Cape May,NJ,Passenger,0,1,1,17,18,5.56
April,30,2019,Pierce,WA,Truck,0,0,0,139350,139350,0
April,30,2019,Columbia,WA,Passenger,2,2,4,2441,2445,0.16
April,30,2019,Honolulu,HI,Passenger,2,3,5,503,508,0.98
April,30,2019,Charleston,SC,Passenger,1,0,1,119,120,0.83
April,30,2019,Arlington,VA,Passenger,1,2,3,160,163,1.84
April,30,2019,Dale,AL,Passenger,0,1,1,56,57,1.75
April,30,2019,Yakima,WA,Truck,0,0,0,58948,58948,0
April,30,2019,Skamania,WA,Passenger,21,16,37,8713,8750,0.42
April,30,2019,Allegheny,PA,Passenger,1,0,1,84,85,1.18
April,30,2019,San Joaquin,CA,Passenger,1,0,1,133,134,0.75
April,30,2019,Sedgwick,KS,Passenger,0,1,1,102,103,0.97
April,30,2019,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
April,30,2019,Bucks,PA,Passenger,1,0,1,17,18,5.56
April,30,2019,Okanogan,WA,Passenger,20,22,42,26020,26062,0.16
April,30,2019,Garfield,WA,Truck,0,0,0,958,958,0
April,30,2019,Duval,FL,Passenger,1,2,3,382,385,0.78
April,30,2019,Clark,WA,Passenger,1414,896,2310,312581,314891,0.73
April,30,2019,San Diego,CA,Passenger,10,3,13,2654,2667,0.49
April,30,2019,Cowlitz,WA,Truck,0,0,0,28852,28852,0
April,30,2019,Ventura,CA,Passenger,0,2,2,311,313,0.64
April,30,2019,Kern,CA,Passenger,0,1,1,225,226,0.44
April,30,2019,Montgomery,MD,Passenger,1,0,1,272,273,0.37
April,30,2019,Palm Beach,FL,Passenger,0,1,1,92,93,1.08
April,30,2019,Caddo,LA,Passenger,0,1,1,23,24,4.17
April,30,2019,Charles,MD,Passenger,0,1,1,82,83,1.2
April,30,2019,DeKalb,GA,Passenger,1,0,1,80,81,1.23
April,30,2019,Alexandria,VA,Passenger,1,0,1,154,155,0.65
April,30,2019,Multnomah,OR,Passenger,4,5,9,749,758,1.19
April,30,2019,St. Lucie,FL,Passenger,1,0,1,30,31,3.23
April,30,2019,,,Passenger,8,2,10,790,800,1.25
April,30,2019,Bexar,TX,Passenger,3,4,7,677,684,1.02
April,30,2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22
April,30,2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
April,30,2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
April,30,2019,Richmond,GA,Passenger,0,1,1,93,94,1.06
April,30,2019,Los Angeles,CA,Passenger,8,5,13,1095,1108,1.17
April,30,2019,Orange,CA,Passenger,6,1,7,529,536,1.31
April,30,2019,Harnett,NC,Passenger,1,1,2,214,216,0.93
April,30,2019,Asotin,WA,Passenger,12,8,20,12659,12679,0.16
April,30,2019,Cascade,MT,Passenger,0,1,1,58,59,1.69
April,30,2019,King,WA,Passenger,18277,6871,25148,1384099,1409247,1.78
April,30,2019,Whatcom,WA,Truck,2,0,2,42771,42773,0
April,30,2019,Whatcom,WA,Passenger,823,394,1217,150081,151298,0.8
April,30,2019,Santa Rosa,FL,Passenger,1,0,1,87,88,1.14
April,30,2019,Deschutes,OR,Passenger,2,0,2,154,156,1.28
April,30,2019,Santa Fe,NM,Passenger,0,1,1,40,41,2.44
April,30,2019,Broward,FL,Passenger,2,1,3,128,131,2.29
April,30,2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
April,30,2019,Douglas,WA,Truck,0,0,0,12176,12176,0
April,30,2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22
April,30,2019,Pacific,WA,Truck,0,0,0,7660,7660,0
April,30,2019,Chelan,WA,Passenger,147,66,213,54294,54507,0.39
April,30,2019,Pend Oreille,WA,Truck,0,0,0,5753,5753,0
April,30,2019,Dakota,MN,Passenger,0,2,2,36,38,5.26
April,30,2019,Grant,WA,Passenger,35,60,95,64382,64477,0.15
April,30,2019,Klickitat,WA,Passenger,33,33,66,15507,15573,0.42
April,30,2019,Fresno,CA,Passenger,1,0,1,187,188,0.53
April,30,2019,Volusia,FL,Passenger,0,1,1,36,37,2.7
April,30,2019,Walla Walla,WA,Truck,0,0,0,13603,13603,0
April,30,2019,Howard,MD,Passenger,0,1,1,77,78,1.28
April,30,2019,Richland,SC,Passenger,0,1,1,161,162,0.62
April,30,2019,Fairfax,VA,Passenger,3,2,5,781,786,0.64
April,30,2019,Kitsap,WA,Passenger,1009,575,1584,180200,181784,0.87
April,30,2019,DuPage,IL,Passenger,1,0,1,60,61,1.64
April,30,2019,Tulsa,OK,Passenger,1,1,2,46,48,4.17
April,30,2019,Mecklenburg,NC,Passenger,1,0,1,83,84,1.19
April,30,2019,Santa Clara,CA,Passenger,8,1,9,362,371,2.43
April,30,2019,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
April,30,2019,Kittitas,WA,Passenger,71,35,106,29489,29595,0.36
April,30,2019,Mason,WA,Truck,0,0,0,20326,20326,0
April,30,2019,Pend Oreille,WA,Passenger,4,5,9,9505,9514,0.09
April,30,2019,Franklin,MA,Passenger,0,1,1,1,2,50
April,30,2019,Clay,FL,Passenger,0,1,1,87,88,1.14
April,30,2019,Thurston,WA,Passenger,821,613,1434,196770,198204,0.72
April,30,2019,Saratoga,NY,Passenger,1,0,1,58,59,1.69
April,30,2019,Tarrant,TX,Passenger,2,0,2,200,202,0.99
April,30,2019,Asotin,WA,Truck,0,0,0,6629,6629,0
April,30,2019,Berkshire,MA,Passenger,0,1,1,4,5,20
April,30,2019,Spokane,WA,Truck,1,0,1,94382,94383,0
April,30,2019,Clallam,WA,Passenger,160,132,292,50458,50750,0.58
April,30,2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
April,30,2019,King,WA,Truck,5,1,6,181820,181826,0
April,30,2019,New Haven,CT,Passenger,0,2,2,49,51,3.92
April,30,2019,El Paso,TX,Passenger,3,0,3,486,489,0.61
April,30,2019,Stevens,WA,Truck,0,0,0,18683,18683,0
April,30,2019,Klamath,OR,Passenger,1,0,1,38,39,2.56
April,30,2019,St. Mary's,MD,Passenger,1,0,1,210,211,0.47
April,30,2019,Thurston,WA,Truck,0,0,0,55024,55024,0
April,30,2019,Adams,WA,Passenger,5,6,11,12657,12668,0.09
April,30,2019,Ferry,WA,Passenger,4,2,6,4370,4376,0.14
April,30,2019,Washoe,NV,Passenger,2,0,2,110,112,1.79
April,30,2019,Lee,AL,Passenger,1,0,1,35,36,2.78
April,30,2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
April,30,2019,Bergen,NJ,Passenger,1,0,1,26,27,3.7
April,30,2019,Santa Cruz,CA,Passenger,1,0,1,39,40,2.5
April,30,2019,Harris,TX,Passenger,0,1,1,248,249,0.4
April,30,2019,Polk,FL,Passenger,1,0,1,65,66,1.52
April,30,2019,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
April,30,2019,Frederick,MD,Passenger,1,1,2,78,80,2.5
April,30,2019,Benton,WA,Truck,0,0,0,41655,41655,0
April,30,2019,Lincoln,WA,Truck,0,0,0,4700,4700,0
April,30,2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
April,30,2019,Riverside,CA,Passenger,2,2,4,663,667,0.6
April,30,2019,Calvert,MD,Passenger,0,2,2,86,88,2.27
April,30,2019,Norfolk,MA,Passenger,1,0,1,37,38,2.63
April,30,2019,Contra Costa,CA,Passenger,2,2,4,389,393,1.02
April,30,2019,Moore,NC,Passenger,0,1,1,181,182,0.55
April,30,2019,San Juan,WA,Truck,0,0,0,5834,5834,0
April,30,2019,Larimer,CO,Passenger,1,0,1,58,59,1.69
April,30,2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29
April,30,2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
April,30,2019,Grays Harbor,WA,Truck,0,0,0,20395,20395,0
April,30,2019,Middlesex,MA,Passenger,1,1,2,116,118,1.69
April,30,2019,Klickitat,WA,Truck,0,0,0,8222,8222,0
April,30,2019,Ada,ID,Passenger,0,2,2,309,311,0.64
April,30,2019,Williamson,TX,Passenger,0,1,1,143,144,0.69
April,30,2019,Maricopa,AZ,Passenger,6,2,8,1537,1545,0.52
April,30,2019,Okanogan,WA,Truck,0,0,0,16478,16478,0
April,30,2019,Prince George's,MD,Passenger,1,1,2,185,187,1.07
April,30,2019,Flathead,MT,Passenger,1,0,1,60,61,1.64
April,30,2019,DeKalb,IN,Passenger,1,0,1,1,2,50
April,30,2019,Spokane,WA,Passenger,512,407,919,309575,310494,0.3
April,30,2019,Kent,MI,Passenger,0,1,1,22,23,4.35
April,30,2019,Lee,FL,Passenger,1,0,1,53,54,1.85
April,30,2019,Cowlitz,WA,Passenger,89,101,190,72747,72937,0.26
April,30,2019,Alameda,CA,Passenger,3,2,5,311,316,1.58
April,30,2019,Mason,WA,Passenger,117,118,235,46864,47099,0.5
April,30,2019,Stevens,WA,Passenger,19,27,46,31638,31684,0.15
April,30,2019,Kootenai,ID,Passenger,1,1,2,215,217,0.92
April,30,2019,Snohomish,WA,Truck,1,0,1,122012,122013,0
April,30,2019,Grays Harbor,WA,Passenger,70,84,154,47665,47819,0.32
April,30,2019,Prince William,VA,Passenger,1,4,5,257,262,1.91
April,30,2019,Island,WA,Passenger,310,241,551,63255,63806,0.86
April,30,2019,Pacific,WA,Passenger,23,28,51,15922,15973,0.32
April,30,2019,Island,WA,Truck,0,0,0,21247,21247,0
April,30,2019,Pima,AZ,Passenger,1,1,2,398,400,0.5
April,30,2019,Lewis,WA,Truck,0,0,0,25826,25826,0
April,30,2019,San Francisco,CA,Passenger,2,1,3,111,114,2.63
April,30,2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44
April,30,2019,District of Columbia,DC,Passenger,1,1,2,207,209,0.96
April,30,2019,Lincoln,WA,Passenger,3,6,9,7756,7765,0.12
April,30,2019,Camden,NJ,Passenger,0,1,1,25,26,3.85
April,30,2019,Franklin,WA,Truck,0,0,0,19218,19218,0
April,30,2019,Franklin,WA,Passenger,53,67,120,59469,59589,0.2
April,30,2019,Collin,TX,Passenger,1,1,2,132,134,1.49
April,30,2019,Marion,OR,Passenger,1,0,1,115,116,0.86
April,30,2019,San Juan,WA,Passenger,204,69,273,14332,14605,1.87
April,30,2019,Shelby,TN,Passenger,0,1,1,94,95,1.05
April,30,2019,Monroe,IL,Passenger,1,0,1,4,5,20
April,30,2019,Hawaii,HI,Passenger,1,0,1,61,62,1.61
April,30,2019,Wayne,MI,Passenger,0,1,1,69,70,1.43
April,30,2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
April,30,2019,Guadalupe,TX,Passenger,1,0,1,76,77,1.3
April,30,2019,Douglas,WA,Passenger,55,34,89,27972,28061,0.32
April,30,2019,Virginia Beach,VA,Passenger,1,1,2,702,704,0.28
April,30,2019,Cumberland,NC,Passenger,0,2,2,507,509,0.39
April,30,2019,Clark,NV,Passenger,3,2,5,690,695,0.72
April,30,2019,Jefferson,WA,Truck,0,0,0,9652,9652,0
April,30,2019,Snohomish,WA,Passenger,3292,1539,4831,529161,533992,0.9
April,30,2019,Jefferson,CO,Passenger,0,2,2,59,61,3.28
April,30,2019,Denver,CO,Passenger,1,0,1,130,131,0.76
April,30,2019,Montgomery,TX,Passenger,2,0,2,59,61,3.28
April,30,2019,Adams,WA,Truck,0,0,0,5104,5104,0
April,30,2019,Ferry,WA,Truck,0,0,0,3592,3592,0
April,30,2019,Skagit,WA,Passenger,292,197,489,91537,92026,0.53
April,30,2019,Vigo,IN,Passenger,1,0,1,5,6,16.67
April,30,2019,Clallam,WA,Truck,0,0,0,21681,21681,0
April,30,2019,Fulton,GA,Passenger,1,2,3,112,115,2.61
April,30,2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
April,30,2019,Kitsap,WA,Truck,1,0,1,53874,53875,0
April,30,2019,Nassau,NY,Passenger,3,0,3,40,43,6.98
April,30,2019,Lewis,WA,Passenger,95,91,186,58821,59007,0.32
April,30,2019,Spartanburg,SC,Passenger,0,1,1,33,34,2.94
April,30,2019,Kittitas,WA,Truck,0,0,0,14296,14296,0
April,30,2019,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
April,30,2019,Garfield,WA,Passenger,1,1,2,1298,1300,0.15
April,30,2019,Clackamas,OR,Passenger,1,1,2,206,208,0.96
April,30,2019,Maui,HI,Passenger,1,0,1,47,48,2.08
April,30,2019,Goochland,VA,Passenger,1,1,2,251,253,0.79
April,30,2019,El Paso,CO,Passenger,3,2,5,751,756,0.66
April,30,2019,Skagit,WA,Truck,1,0,1,32325,32326,0
April,30,2019,Albemarle,VA,Passenger,1,0,1,25,26,3.85
April,30,2019,Manatee,FL,Passenger,1,0,1,32,33,3.03
April,30,2019,Columbia,WA,Truck,0,0,0,1531,1531,0
April,30,2019,Juneau,AK,Passenger,0,2,2,32,34,5.88
April,30,2019,Cook,IL,Passenger,1,0,1,241,242,0.41
April,30,2019,Houston,GA,Passenger,1,0,1,54,55,1.82
August,31,2019,Grays Harbor,WA,Truck,0,0,0,20570,20570,0
August,31,2019,Mason,WA,Passenger,130,127,257,47429,47686,0.54
August,31,2019,Stevens,WA,Passenger,22,29,51,31707,31758,0.16
August,31,2019,Lake,FL,Passenger,1,0,1,20,21,4.76
August,31,2019,Fulton,GA,Passenger,0,2,2,102,104,1.92
August,31,2019,Multnomah,OR,Passenger,5,6,11,744,755,1.46
August,31,2019,Portsmouth,VA,Passenger,0,1,1,79,80,1.25
August,31,2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
August,31,2019,Cascade,MT,Passenger,0,1,1,60,61,1.64
August,31,2019,Franklin,WA,Truck,0,0,0,19494,19494,0
August,31,2019,Brevard,FL,Passenger,0,1,1,84,85,1.18
August,31,2019,Clark,NV,Passenger,4,2,6,691,697,0.86
August,31,2019,Montgomery,PA,Passenger,2,0,2,37,39,5.13
August,31,2019,Norfolk,MA,Passenger,1,0,1,38,39,2.56
August,31,2019,New Haven,CT,Passenger,0,2,2,48,50,4
August,31,2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
August,31,2019,Chelan,WA,Passenger,165,70,235,54453,54688,0.43
August,31,2019,San Juan,WA,Passenger,225,73,298,14441,14739,2.02
August,31,2019,Volusia,FL,Passenger,0,1,1,38,39,2.56
August,31,2019,Williamson,TX,Passenger,0,2,2,145,147,1.36
August,31,2019,Whitman,WA,Truck,0,0,0,8627,8627,0
August,31,2019,Ferry,WA,Truck,0,0,0,3579,3579,0
August,31,2019,Monroe,IL,Passenger,1,0,1,5,6,16.67
August,31,2019,Garfield,WA,Passenger,0,1,1,1306,1307,0.08
August,31,2019,Whatcom,WA,Passenger,902,450,1352,151212,152564,0.89
August,31,2019,Alexandria,VA,Passenger,1,0,1,147,148,0.68
August,31,2019,Collin,TX,Passenger,1,1,2,129,131,1.53
August,31,2019,Adams,WA,Truck,0,0,0,5138,5138,0
August,31,2019,Powhatan,VA,Passenger,1,0,1,0,1,100
August,31,2019,Adams,WA,Passenger,5,5,10,12843,12853,0.08
August,31,2019,Solano,CA,Passenger,1,0,1,208,209,0.48
August,31,2019,Fresno,CA,Passenger,1,0,1,193,194,0.52
August,31,2019,Houston,GA,Passenger,1,0,1,55,56,1.79
August,31,2019,Dale,AL,Passenger,0,1,1,56,57,1.75
August,31,2019,Charleston,SC,Passenger,1,0,1,114,115,0.87
August,31,2019,Riverside,CA,Passenger,3,2,5,653,658,0.76
August,31,2019,Charles,MD,Passenger,0,1,1,87,88,1.14
August,31,2019,Pend Oreille,WA,Passenger,5,6,11,9495,9506,0.12
August,31,2019,Palm Beach,FL,Passenger,0,1,1,86,87,1.15
August,31,2019,Juneau,AK,Passenger,0,2,2,31,33,6.06
August,31,2019,Thurston,WA,Passenger,927,661,1588,198371,199959,0.79
August,31,2019,Cumberland,NC,Passenger,0,2,2,492,494,0.4
August,31,2019,Hawaii,HI,Passenger,1,0,1,57,58,1.72
August,31,2019,Carroll,NH,Passenger,0,1,1,3,4,25
August,31,2019,Lincoln,WA,Truck,0,0,0,4683,4683,0
August,31,2019,,,Passenger,8,4,12,842,854,1.41
August,31,2019,Moore,NC,Passenger,0,1,1,182,183,0.55
August,31,2019,San Diego,CA,Passenger,10,3,13,2757,2770,0.47
August,31,2019,Lewis,WA,Truck,0,0,0,25986,25986,0
August,31,2019,Dakota,MN,Passenger,0,1,1,38,39,2.56
August,31,2019,Spartanburg,SC,Passenger,0,1,1,38,39,2.56
August,31,2019,Jones,GA,Passenger,1,0,1,1,2,50
August,31,2019,Pima,AZ,Passenger,1,1,2,389,391,0.51
August,31,2019,Travis,TX,Passenger,2,1,3,200,203,1.48
August,31,2019,Valencia,NM,Passenger,1,0,1,6,7,14.29
August,31,2019,Lee,FL,Passenger,1,0,1,51,52,1.92
August,31,2019,Jefferson,NY,Passenger,0,2,2,214,216,0.93
August,31,2019,Okanogan,WA,Truck,0,0,0,16479,16479,0
August,31,2019,Asotin,WA,Truck,0,0,0,6684,6684,0
August,31,2019,Greene,MO,Passenger,0,1,1,33,34,2.94
August,31,2019,Snohomish,WA,Truck,0,0,0,122863,122863,0
August,31,2019,Bexar,TX,Passenger,2,5,7,650,657,1.07
August,31,2019,Broward,FL,Passenger,2,1,3,128,131,2.29
August,31,2019,Yakima,WA,Truck,0,0,0,59390,59390,0
August,31,2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
August,31,2019,Benton,WA,Passenger,280,291,571,134343,134914,0.42
August,31,2019,Deschutes,OR,Passenger,2,0,2,154,156,1.28
August,31,2019,Pacific,WA,Passenger,23,29,52,16045,16097,0.32
August,31,2019,Allegheny,PA,Passenger,1,0,1,79,80,1.25
August,31,2019,Kent,MI,Passenger,0,1,1,23,24,4.17
August,31,2019,Sangamon,IL,Passenger,1,0,1,6,7,14.29
August,31,2019,Grant,WA,Passenger,45,61,106,65169,65275,0.16
August,31,2019,Lake,IL,Passenger,1,0,1,165,166,0.6
August,31,2019,Goochland,VA,Passenger,1,1,2,259,261,0.77
August,31,2019,Kitsap,WA,Truck,1,0,1,54161,54162,0
August,31,2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
August,31,2019,Spokane,WA,Truck,1,0,1,95528,95529,0
August,31,2019,Oklahoma,OK,Passenger,0,1,1,125,126,0.79
August,31,2019,Skamania,WA,Passenger,25,18,43,8755,8798,0.49
August,31,2019,El Paso,TX,Passenger,3,0,3,480,483,0.62
August,31,2019,Virginia Beach,VA,Passenger,1,0,1,701,702,0.14
August,31,2019,Anne Arundel,MD,Passenger,1,2,3,438,441,0.68
August,31,2019,El Paso,CO,Passenger,2,1,3,737,740,0.41
August,31,2019,District of Columbia,DC,Passenger,1,1,2,210,212,0.94
August,31,2019,Franklin,WA,Passenger,51,72,123,60233,60356,0.2
August,31,2019,Prince George's,MD,Passenger,1,1,2,179,181,1.1
August,31,2019,Harris,TX,Passenger,1,1,2,249,251,0.8
August,31,2019,Spokane,WA,Passenger,575,439,1014,313142,314156,0.32
August,31,2019,Bergen,NJ,Passenger,1,0,1,26,27,3.7
August,31,2019,Walla Walla,WA,Truck,0,0,0,13652,13652,0
August,31,2019,Cochise,AZ,Passenger,0,1,1,107,108,0.93
August,31,2019,Grant,WA,Truck,0,0,0,26739,26739,0
August,31,2019,Kittitas,WA,Truck,0,0,0,14523,14523,0
August,31,2019,Osceola,FL,Passenger,1,0,1,41,42,2.38
August,31,2019,Prince William,VA,Passenger,1,3,4,251,255,1.57
August,31,2019,St. Mary's,MD,Passenger,1,0,1,217,218,0.46
August,31,2019,Asotin,WA,Passenger,12,7,19,12642,12661,0.15
August,31,2019,Sumter,FL,Passenger,0,1,1,9,10,10
August,31,2019,Saratoga,NY,Passenger,1,0,1,52,53,1.89
August,31,2019,Stafford,VA,Passenger,1,1,2,98,100,2
August,31,2019,Sedgwick,KS,Passenger,1,1,2,98,100,2
August,31,2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
August,31,2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
August,31,2019,Yakima,WA,Passenger,112,108,220,165635,165855,0.13
August,31,2019,Santa Rosa,FL,Passenger,1,0,1,87,88,1.14
August,31,2019,Pinal,AZ,Passenger,2,0,2,192,194,1.03
August,31,2019,Kern,CA,Passenger,0,1,1,223,224,0.45
August,31,2019,Franklin,MA,Passenger,0,1,1,1,2,50
August,31,2019,Caddo,LA,Passenger,0,1,1,19,20,5
August,31,2019,Maui,HI,Passenger,1,0,1,43,44,2.27
August,31,2019,Tarrant,TX,Passenger,2,0,2,201,203,0.99
August,31,2019,Cowlitz,WA,Passenger,107,108,215,73286,73501,0.29
August,31,2019,Albemarle,VA,Passenger,1,0,1,21,22,4.55
August,31,2019,Camden,NJ,Passenger,0,1,1,24,25,4
August,31,2019,San Joaquin,CA,Passenger,1,0,1,131,132,0.76
August,31,2019,Snohomish,WA,Passenger,3641,1640,5281,533107,538388,0.98
August,31,2019,Suffolk,MA,Passenger,0,1,1,37,38,2.63
August,31,2019,Douglas,WA,Passenger,61,36,97,28181,28278,0.34
August,31,2019,Garfield,WA,Truck,0,0,0,959,959,0
August,31,2019,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
August,31,2019,Shelby,OH,Passenger,0,1,1,1,2,50
August,31,2019,DuPage,IL,Passenger,3,0,3,59,62,4.84
August,31,2019,Kittitas,WA,Passenger,79,44,123,29744,29867,0.41
August,31,2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
August,31,2019,Alameda,CA,Passenger,4,1,5,294,299,1.67
August,31,2019,Pacific,WA,Truck,0,0,0,7681,7681,0
August,31,2019,Montgomery,TX,Passenger,1,0,1,60,61,1.64
August,31,2019,Boone,MO,Passenger,0,1,1,10,11,9.09
August,31,2019,Clallam,WA,Truck,1,0,1,21824,21825,0
August,31,2019,Island,WA,Truck,0,0,0,21275,21275,0
August,31,2019,Jefferson,CO,Passenger,0,2,2,59,61,3.28
August,31,2019,Sarasota,FL,Passenger,1,0,1,27,28,3.57
August,31,2019,Norfolk,VA,Passenger,2,2,4,347,351,1.14
August,31,2019,Middlesex,MA,Passenger,1,1,2,113,115,1.74
August,31,2019,San Mateo,CA,Passenger,2,1,3,115,118,2.54
August,31,2019,Duval,FL,Passenger,1,2,3,374,377,0.8
August,31,2019,Clackamas,OR,Passenger,1,1,2,215,217,0.92
August,31,2019,DeKalb,IN,Passenger,1,0,1,1,2,50
August,31,2019,New London,CT,Passenger,0,2,2,241,243,0.82
August,31,2019,Frederick,MD,Passenger,1,1,2,80,82,2.44
August,31,2019,Ramsey,MN,Passenger,1,0,1,38,39,2.56
August,31,2019,Island,WA,Passenger,335,244,579,63461,64040,0.9
August,31,2019,Ada,ID,Passenger,0,2,2,305,307,0.65
August,31,2019,Cape May,NJ,Passenger,0,1,1,14,15,6.67
August,31,2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
August,31,2019,Clallam,WA,Passenger,184,148,332,50729,51061,0.65
August,31,2019,Pinellas,FL,Passenger,1,1,2,115,117,1.71
August,31,2019,Wayne,MI,Passenger,0,1,1,64,65,1.54
August,31,2019,Tulsa,OK,Passenger,1,1,2,47,49,4.08
August,31,2019,Walla Walla,WA,Passenger,56,63,119,36230,36349,0.33
August,31,2019,Columbia,WA,Passenger,2,2,4,2455,2459,0.16
