,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity
7158,January,2022,Fort Bend,TX,Passenger,1,0,1,31,32,3.12,Mid-Distance
7159,January,2022,Lee,FL,Passenger,1,0,1,28,29,3.45,Furthest
7160,January,2022,Sumter,SC,Passenger,0,1,1,34,35,2.86,Furthest
7161,January,2022,Hawaii,HI,Passenger,1,0,1,37,38,2.63,Nearest
7162,January,2022,Hudson,NJ,Passenger,2,0,2,36,38,5.26,Furthest
7163,January,2022,Champaign,IL,Passenger,1,0,1,10,11,9.09,Mid-Distance
7164,January,2022,Lewis,WA,Truck,0,0,0,26654,26654,0.0,Washington
7165,January,2022,Maricopa,AZ,Passenger,7,2,9,1014,1023,0.88,Nearest
7166,January,2022,Nassau,NY,Passenger,2,0,2,25,27,7.41,Furthest
7167,January,2022,Okaloosa,FL,Passenger,0,1,1,105,106,0.94,Furthest
7168,January,2022,Adams,WA,Passenger,17,14,31,13041,13072,0.24,Washington
7169,January,2022,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest
7170,January,2022,Wichita,TX,Passenger,1,0,1,41,42,2.38,Mid-Distance
7171,January,2022,Albemarle,VA,Passenger,1,0,1,18,19,5.26,Furthest
7172,January,2022,Los Angeles,CA,Passenger,10,7,17,817,834,2.04,Nearest
7173,January,2022,Jefferson,WA,Truck,0,0,0,9571,9571,0.0,Washington
7174,January,2022,Rockingham,NH,Passenger,1,0,1,17,18,5.56,Furthest
7175,January,2022,Pend Oreille,WA,Passenger,17,9,26,9118,9144,0.28,Washington
7176,January,2022,Richmond,NY,Passenger,1,0,1,6,7,14.29,Furthest
7177,January,2022,Middlesex,MA,Passenger,0,1,1,83,84,1.19,Furthest
7178,January,2022,Cook,IL,Passenger,2,0,2,191,193,1.04,Mid-Distance
7179,January,2022,Leavenworth,KS,Passenger,0,1,1,105,106,0.94,Mid-Distance
7180,January,2022,Cowlitz,WA,Passenger,273,164,437,71316,71753,0.61,Washington
7181,January,2022,San Diego,CA,Passenger,15,8,23,2380,2403,0.96,Nearest
7182,January,2022,Franklin,WA,Passenger,169,101,270,62152,62422,0.43,Washington
7183,January,2022,Stafford,VA,Passenger,2,1,3,90,93,3.23,Furthest
7184,January,2022,Columbia,WA,Truck,0,0,0,1557,1557,0.0,Washington
7185,January,2022,San Bernardino,CA,Passenger,1,1,2,349,351,0.57,Nearest
7186,January,2022,Fairfax,VA,Passenger,3,3,6,637,643,0.93,Furthest
7187,January,2022,Jefferson,NY,Passenger,0,1,1,201,202,0.5,Furthest
7188,January,2022,Stevens,WA,Truck,0,0,0,18938,18938,0.0,Washington
7189,January,2022,Fresno,CA,Passenger,1,0,1,154,155,0.65,Nearest
7190,January,2022,Lincoln,WA,Truck,0,0,0,4835,4835,0.0,Washington
7191,January,2022,Sacramento,CA,Passenger,2,0,2,204,206,0.97,Nearest
7192,January,2022,Escambia,FL,Passenger,0,1,1,136,137,0.73,Furthest
7193,January,2022,Denton,TX,Passenger,1,0,1,70,71,1.41,Mid-Distance
7194,January,2022,Wahkiakum,WA,Truck,0,0,0,1816,1816,0.0,Washington
7195,January,2022,Yellowstone,MT,Passenger,0,1,1,32,33,3.03,Nearest
7196,January,2022,Riverside,CA,Passenger,5,1,6,490,496,1.21,Nearest
7197,January,2022,Okanogan,WA,Truck,0,0,0,16692,16692,0.0,Washington
7198,January,2022,Island,WA,Truck,1,0,1,21481,21482,0.0,Washington
7199,January,2022,Vigo,IN,Passenger,1,0,1,5,6,16.67,Furthest
7200,January,2022,Charleston,SC,Passenger,2,1,3,70,73,4.11,Furthest
7201,January,2022,Pend Oreille,WA,Truck,0,0,0,5731,5731,0.0,Washington
7202,January,2022,Loudoun,VA,Passenger,1,0,1,66,67,1.49,Furthest
7203,January,2022,Columbia,WA,Passenger,6,2,8,2452,2460,0.33,Washington
7204,January,2022,Houston,GA,Passenger,1,0,1,40,41,2.44,Furthest
7205,January,2022,Snohomish,WA,Passenger,7221,2278,9499,536658,546157,1.74,Washington
7206,January,2022,Ferry,WA,Truck,0,0,0,3582,3582,0.0,Washington
7207,January,2022,Spokane,WA,Passenger,1350,766,2116,326674,328790,0.64,Washington
7208,January,2022,Alexandria,VA,Passenger,2,0,2,111,113,1.77,Furthest
7209,January,2022,Douglas,NE,Passenger,1,2,3,46,49,6.12,Mid-Distance
7210,January,2022,Manassas,VA,Passenger,0,1,1,7,8,12.5,Furthest
7211,January,2022,Tarrant,TX,Passenger,1,0,1,126,127,0.79,Mid-Distance
7212,January,2022,Skagit,WA,Truck,1,0,1,32658,32659,0.0,Washington
7213,January,2022,Danville,VA,Passenger,1,0,1,0,1,100.0,Furthest
7214,January,2022,Kern,CA,Passenger,0,1,1,195,196,0.51,Nearest
7215,January,2022,Douglas,CO,Passenger,0,1,1,75,76,1.32,Mid-Distance
7216,January,2022,Suffolk,MA,Passenger,0,2,2,24,26,7.69,Furthest
7217,January,2022,Harris,TX,Passenger,1,0,1,159,160,0.62,Mid-Distance
7218,January,2022,Galveston,TX,Passenger,0,1,1,20,21,4.76,Mid-Distance
7219,January,2022,New York,NY,Passenger,1,0,1,36,37,2.7,Furthest
7220,January,2022,Whitman,WA,Truck,0,0,0,8565,8565,0.0,Washington
7221,January,2022,San Luis Obispo,CA,Passenger,1,0,1,55,56,1.79,Nearest
7222,January,2022,Wahkiakum,WA,Passenger,17,11,28,3075,3103,0.9,Washington
7223,January,2022,Rockdale,GA,Passenger,1,0,1,7,8,12.5,Furthest
7224,January,2022,Dorchester,SC,Passenger,1,0,1,63,64,1.56,Furthest
7225,January,2022,Powhatan,VA,Passenger,1,0,1,1,2,50.0,Furthest
7226,January,2022,Fairbanks North Star,AK,Passenger,0,1,1,76,77,1.3,Nearest
7227,January,2022,Lincoln,OR,Passenger,0,1,1,32,33,3.03,Nearest
7228,January,2022,Grays Harbor,WA,Truck,0,0,0,21347,21347,0.0,Washington
7229,January,2022,Boone,MO,Passenger,0,1,1,9,10,10.0,Furthest
7230,January,2022,Lincoln,WA,Passenger,6,17,23,7738,7761,0.3,Washington
7231,January,2022,Ventura,CA,Passenger,2,1,3,237,240,1.25,Nearest
7232,January,2022,Saratoga,NY,Passenger,1,0,1,39,40,2.5,Furthest
7233,January,2022,Coryell,TX,Passenger,1,0,1,103,104,0.96,Mid-Distance
7234,January,2022,Asotin,WA,Passenger,23,17,40,12668,12708,0.31,Washington
7235,January,2022,Hennepin,MN,Passenger,3,0,3,62,65,4.62,Mid-Distance
7236,January,2022,Contra Costa,CA,Passenger,1,4,5,255,260,1.92,Nearest
7237,January,2022,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17,Nearest
7238,January,2022,Allegheny,PA,Passenger,1,1,2,55,57,3.51,Furthest
7239,January,2022,Erie,NY,Passenger,1,0,1,30,31,3.23,Furthest
7240,January,2022,Camden,NJ,Passenger,0,1,1,13,14,7.14,Furthest
7241,January,2022,Douglas,WA,Truck,0,0,0,12682,12682,0.0,Washington
7242,January,2022,Geary,KS,Passenger,1,0,1,91,92,1.09,Mid-Distance
7243,January,2022,Collin,TX,Passenger,1,0,1,100,101,0.99,Mid-Distance
7244,January,2022,Chesapeake,VA,Passenger,2,3,5,366,371,1.35,Furthest
7245,January,2022,Grant,WA,Passenger,140,100,240,66811,67051,0.36,Washington
7246,January,2022,Pima,AZ,Passenger,1,1,2,246,248,0.81,Nearest
7247,January,2022,Ulster,NY,Passenger,1,0,1,9,10,10.0,Furthest
7248,January,2022,Kauai,HI,Passenger,1,0,1,17,18,5.56,Nearest
7249,January,2022,Platte,MO,Passenger,1,0,1,17,18,5.56,Furthest
7250,January,2022,Mason,WA,Passenger,272,161,433,47766,48199,0.9,Washington
7251,January,2022,Multnomah,OR,Passenger,1,4,5,587,592,0.84,Nearest
7252,January,2022,DeKalb,GA,Passenger,1,0,1,54,55,1.82,Furthest
7253,January,2022,St. Louis,MO,Passenger,1,0,1,72,73,1.37,Furthest
7254,January,2022,Pacific,WA,Truck,0,0,0,8024,8024,0.0,Washington
7255,January,2022,Spartanburg,SC,Passenger,0,1,1,47,48,2.08,Furthest
7256,January,2022,Kings,CA,Passenger,2,1,3,317,320,0.94,Nearest
7257,January,2022,Lake,IL,Passenger,3,0,3,149,152,1.97,Mid-Distance
7258,January,2022,Prince George's,MD,Passenger,2,1,3,138,141,2.13,Furthest
7259,January,2022,Sevier,AR,Passenger,0,1,1,0,1,100.0,Mid-Distance
7260,January,2022,Skamania,WA,Truck,0,0,0,3990,3990,0.0,Washington
7261,January,2022,Wilson,TX,Passenger,0,1,1,2,3,33.33,Mid-Distance
7262,January,2022,Bell,TX,Passenger,1,0,1,337,338,0.3,Mid-Distance
7263,January,2022,St. Mary's,MD,Passenger,1,0,1,200,201,0.5,Furthest
7264,January,2022,Whitman,WA,Passenger,69,58,127,21971,22098,0.57,Washington
7265,January,2022,Hamilton,IN,Passenger,2,0,2,21,23,8.7,Furthest
7266,January,2022,Greene,MO,Passenger,0,1,1,24,25,4.0,Furthest
7267,January,2022,Klickitat,WA,Truck,0,0,0,8335,8335,0.0,Washington
7268,January,2022,Lane,OR,Passenger,0,1,1,104,105,0.95,Nearest
7269,January,2022,Sarasota,FL,Passenger,2,0,2,28,30,6.67,Furthest
7270,January,2023,St. Mary's,MD,Passenger,1,0,1,169,170,0.59,Furthest
7271,January,2023,Chelan,WA,Truck,15,0,15,23105,23120,0.06,Washington
7272,January,2023,Hawaii,HI,Passenger,1,0,1,25,26,3.85,Nearest
7273,January,2023,Randolph,NC,Passenger,1,0,1,4,5,20.0,Furthest
7274,January,2023,Sarasota,FL,Passenger,1,0,1,16,17,5.88,Furthest
7275,January,2023,San Joaquin,CA,Passenger,1,0,1,74,75,1.33,Nearest
7276,January,2023,Clark,WA,Passenger,5070,2078,7148,314583,321731,2.22,Washington
7277,January,2023,Island,WA,Passenger,955,401,1356,61553,62909,2.16,Washington
7278,January,2023,Harnett,NC,Passenger,2,0,2,129,131,1.53,Furthest
7279,January,2023,Douglas,NE,Passenger,2,1,3,28,31,9.68,Mid-Distance
7280,January,2023,Hamilton,OH,Passenger,1,0,1,25,26,3.85,Furthest
7281,January,2023,Rock Island,IL,Passenger,0,1,1,14,15,6.67,Mid-Distance
7282,January,2023,Williamson,TX,Passenger,0,2,2,58,60,3.33,Mid-Distance
7283,January,2023,Allegheny,PA,Passenger,1,0,1,48,49,2.04,Furthest
7284,January,2023,Santa Clara,CA,Passenger,9,2,11,167,178,6.18,Nearest
7285,January,2023,Berkeley,SC,Passenger,0,1,1,108,109,0.92,Furthest
7286,January,2023,Kent,DE,Passenger,1,0,1,48,49,2.04,Furthest
7287,January,2023,Richmond,GA,Passenger,0,1,1,58,59,1.69,Furthest
7288,January,2023,Rockdale,GA,Passenger,1,0,1,6,7,14.29,Furthest
7289,January,2023,Prince George's,MD,Passenger,3,1,4,110,114,3.51,Furthest
7290,January,2023,Yellowstone,MT,Passenger,0,1,1,16,17,5.88,Nearest
7291,January,2023,San Juan,WA,Truck,9,0,9,5904,5913,0.15,Washington
7292,January,2023,Skamania,WA,Passenger,93,53,146,8110,8256,1.77,Washington
7293,January,2023,Whatcom,WA,Truck,37,0,37,42986,43023,0.09,Washington
7294,January,2023,Danville,VA,Passenger,1,0,1,0,1,100.0,Furthest
7295,January,2023,Harris,TX,Passenger,1,0,1,118,119,0.84,Mid-Distance
7296,January,2023,Whitman,WA,Passenger,120,70,190,22014,22204,0.86,Washington
7297,January,2023,Montgomery,PA,Passenger,1,0,1,17,18,5.56,Furthest
7298,January,2023,Harrison,MS,Passenger,1,0,1,32,33,3.03,Mid-Distance
7299,January,2023,Okaloosa,FL,Passenger,0,1,1,89,90,1.11,Furthest
7300,January,2023,St. Louis,MO,Passenger,1,0,1,51,52,1.92,Furthest
7301,January,2023,Galveston,TX,Passenger,0,1,1,16,17,5.88,Mid-Distance
7302,January,2023,Bexar,TX,Passenger,4,3,7,365,372,1.88,Mid-Distance
7303,January,2023,Grays Harbor,WA,Passenger,260,164,424,48595,49019,0.86,Washington
7304,January,2023,Cowlitz,WA,Truck,7,0,7,28344,28351,0.02,Washington
7305,January,2023,Arlington,VA,Passenger,1,0,1,104,105,0.95,Furthest
7306,January,2023,Miami-Dade,FL,Passenger,1,0,1,61,62,1.61,Furthest
7307,January,2023,Wahkiakum,WA,Truck,1,0,1,1794,1795,0.06,Washington
7308,January,2023,Ulster,NY,Passenger,1,0,1,4,5,20.0,Furthest
7309,January,2023,Gwinnett,GA,Passenger,1,0,1,43,44,2.27,Furthest
7310,January,2023,Chesapeake,VA,Passenger,2,3,5,286,291,1.72,Furthest
7311,January,2023,King,WA,Truck,461,2,463,177951,178414,0.26,Washington
7312,January,2023,Honolulu,HI,Passenger,3,3,6,272,278,2.16,Nearest
7313,January,2023,Elmore,ID,Passenger,1,0,1,11,12,8.33,Nearest
7314,January,2023,Stevens,WA,Passenger,96,57,153,29986,30139,0.51,Washington
7315,January,2023,Frederick,MD,Passenger,1,0,1,55,56,1.79,Furthest
7316,January,2023,Lewis,WA,Passenger,281,185,466,59747,60213,0.77,Washington
7317,January,2023,Broward,FL,Passenger,1,0,1,60,61,1.64,Furthest
7318,January,2023,St. Clair,IL,Passenger,2,0,2,107,109,1.83,Mid-Distance
7319,January,2023,Asotin,WA,Passenger,30,20,50,12490,12540,0.4,Washington
7320,January,2023,Douglas,WA,Passenger,172,58,230,28592,28822,0.8,Washington
7321,January,2023,St. Tammany,LA,Passenger,1,0,1,29,30,3.33,Mid-Distance
7322,January,2023,Kittitas,WA,Truck,5,0,5,14551,14556,0.03,Washington
7323,January,2023,Camden,NJ,Passenger,0,1,1,12,13,7.69,Furthest
7324,January,2023,Plaquemines,LA,Passenger,1,1,2,16,18,11.11,Mid-Distance
7325,January,2023,Alexandria,VA,Passenger,3,1,4,91,95,4.21,Furthest
7326,January,2023,Contra Costa,CA,Passenger,0,3,3,203,206,1.46,Nearest
7327,January,2023,Collin,TX,Passenger,2,0,2,46,48,4.17,Mid-Distance
7328,January,2023,Jefferson,WA,Truck,6,0,6,9368,9374,0.06,Washington
7329,January,2023,Riverside,CA,Passenger,7,0,7,384,391,1.79,Nearest
7330,January,2023,Sedgwick,KS,Passenger,1,1,2,62,64,3.12,Mid-Distance
7331,January,2023,Virginia Beach,VA,Passenger,2,0,2,448,450,0.44,Furthest
7332,January,2023,Bartow,GA,Passenger,0,1,1,3,4,25.0,Furthest
7333,January,2023,Thurston,WA,Truck,42,0,42,54598,54640,0.08,Washington
7334,January,2023,Louisa,VA,Passenger,0,1,1,1,2,50.0,Furthest
7335,January,2023,Fairbanks North Star,AK,Passenger,0,1,1,57,58,1.72,Nearest
7336,January,2023,Adams,WA,Passenger,22,11,33,13010,13043,0.25,Washington
7337,January,2023,Los Angeles,CA,Passenger,4,5,9,635,644,1.4,Nearest
7338,January,2023,Skagit,WA,Passenger,958,364,1322,89336,90658,1.46,Washington
7339,January,2023,Platte,MO,Passenger,1,0,1,18,19,5.26,Furthest
7340,January,2023,Adams,CO,Passenger,1,0,1,32,33,3.03,Mid-Distance
7341,January,2023,Grant,WA,Truck,5,0,5,28035,28040,0.02,Washington
7342,January,2023,Richmond,NY,Passenger,1,0,1,6,7,14.29,Furthest
7343,January,2023,Saratoga,NY,Passenger,1,1,2,34,36,5.56,Furthest
7344,January,2023,Ferry,WA,Truck,0,0,0,3552,3552,0.0,Washington
7345,January,2023,Larimer,CO,Passenger,1,0,1,39,40,2.5,Mid-Distance
7346,January,2023,Nassau,NY,Passenger,1,0,1,21,22,4.55,Furthest
7347,January,2023,Lee,FL,Passenger,1,0,1,24,25,4.0,Furthest
7348,January,2023,Santa Barbara,CA,Passenger,1,0,1,65,66,1.52,Nearest
7349,January,2023,Chelan,WA,Passenger,556,147,703,54338,55041,1.28,Washington
7350,January,2023,Douglas,WA,Truck,5,0,5,12874,12879,0.04,Washington
7351,January,2023,Klickitat,WA,Truck,4,0,4,8231,8235,0.05,Washington
7352,January,2023,Marin,CA,Passenger,0,1,1,29,30,3.33,Nearest
7353,January,2023,Hoke,NC,Passenger,1,0,1,58,59,1.69,Furthest
7354,January,2023,Island,WA,Truck,20,0,20,21176,21196,0.09,Washington
7355,January,2023,Clark,WA,Truck,62,0,62,81807,81869,0.08,Washington
7356,January,2023,San Bernardino,CA,Passenger,2,1,3,276,279,1.08,Nearest
7357,January,2023,Essex,NJ,Passenger,2,0,2,7,9,22.22,Furthest
7358,January,2023,Ray,MO,Passenger,0,1,1,0,1,100.0,Furthest
7359,January,2023,Boulder,CO,Passenger,1,0,1,27,28,3.57,Mid-Distance
7360,January,2023,Geary,KS,Passenger,1,0,1,73,74,1.35,Mid-Distance
7361,January,2023,Pacific,WA,Passenger,72,81,153,15730,15883,0.96,Washington
7362,January,2023,Walla Walla,WA,Passenger,203,107,310,35733,36043,0.86,Washington
7363,January,2023,Bell,TX,Passenger,1,0,1,263,264,0.38,Mid-Distance
7364,January,2023,Lake,IL,Passenger,1,0,1,115,116,0.86,Mid-Distance
7365,January,2023,Norfolk,VA,Passenger,3,3,6,265,271,2.21,Furthest
7366,January,2023,District of Columbia,DC,Passenger,4,0,4,152,156,2.56,Furthest
7367,January,2023,Las Animas,CO,Passenger,1,0,1,0,1,100.0,Mid-Distance
7368,January,2023,DeKalb,GA,Passenger,1,0,1,39,40,2.5,Furthest
7369,January,2023,Clark,NV,Passenger,4,2,6,405,411,1.46,Nearest
7370,January,2023,Salt Lake,UT,Passenger,0,1,1,100,101,0.99,Nearest
7371,January,2023,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest
7372,January,2023,Kitsap,WA,Passenger,2835,1163,3998,177157,181155,2.21,Washington
7373,January,2023,Montgomery,MD,Passenger,3,3,6,172,178,3.37,Furthest
7374,January,2023,Hillsborough,FL,Passenger,0,1,1,103,104,0.96,Furthest
7375,January,2023,Yakima,WA,Passenger,435,228,663,166438,167101,0.4,Washington
7376,January,2023,Lake,FL,Passenger,1,0,1,15,16,6.25,Furthest
7377,January,2023,Cumberland,NC,Passenger,1,2,3,306,309,0.97,Furthest
