,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity
13286,May,2021,Houston,GA,Passenger,1,0,1,49,50,2.0,Furthest
13287,May,2021,Island,WA,Truck,0,0,0,21611,21611,0.0,Washington
13288,May,2021,Manassas,VA,Passenger,0,1,1,7,8,12.5,Furthest
13289,May,2021,Snohomish,WA,Passenger,5729,2002,7731,540294,548025,1.41,Washington
13290,May,2021,Alameda,CA,Passenger,3,0,3,237,240,1.25,Nearest
13291,May,2021,Bucks,PA,Passenger,1,0,1,16,17,5.88,Furthest
13292,May,2021,St. Mary's,MD,Passenger,1,0,1,208,209,0.48,Furthest
13293,May,2021,Louisa,VA,Passenger,0,1,1,1,2,50.0,Furthest
13294,May,2021,Maricopa,AZ,Passenger,5,4,9,1182,1191,0.76,Nearest
13296,May,2021,Saginaw,MI,Passenger,1,0,1,8,9,11.11,Furthest
13297,May,2021,Loudoun,VA,Passenger,1,0,1,74,75,1.33,Furthest
13298,May,2021,Douglas,WA,Passenger,92,47,139,28516,28655,0.49,Washington
13299,May,2021,Travis,TX,Passenger,3,3,6,160,166,3.61,Mid-Distance
13300,May,2021,Kitsap,WA,Passenger,1796,833,2629,180423,183052,1.44,Washington
13301,May,2021,Richmond,GA,Passenger,0,1,1,77,78,1.28,Furthest
13302,May,2021,Dakota,MN,Passenger,0,1,1,25,26,3.85,Mid-Distance
13303,May,2021,Rockingham,NH,Passenger,1,0,1,23,24,4.17,Furthest
13304,May,2021,Walla Walla,WA,Truck,0,0,0,14041,14041,0.0,Washington
13305,May,2021,Grant,WA,Truck,0,0,0,27874,27874,0.0,Washington
13306,May,2021,Washington,OR,Passenger,1,0,1,387,388,0.26,Nearest
13307,May,2021,Clallam,WA,Passenger,321,208,529,50426,50955,1.04,Washington
13308,May,2021,Boulder,CO,Passenger,0,1,1,45,46,2.17,Mid-Distance
13309,May,2021,Okaloosa,FL,Passenger,0,1,1,119,120,0.83,Furthest
13310,May,2021,Okanogan,WA,Passenger,61,37,98,26414,26512,0.37,Washington
13311,May,2021,San Juan,WA,Truck,0,0,0,5926,5926,0.0,Washington
13312,May,2021,Jefferson,WA,Passenger,322,181,503,24893,25396,1.98,Washington
13313,May,2021,Sevier,AR,Passenger,0,1,1,0,1,100.0,Mid-Distance
13314,May,2021,Leavenworth,KS,Passenger,0,1,1,118,119,0.84,Mid-Distance
13315,May,2021,Snohomish,WA,Truck,1,0,1,126365,126366,0.0,Washington
13316,May,2021,Grant,WA,Passenger,102,87,189,66863,67052,0.28,Washington
13317,May,2021,Ulster,NY,Passenger,1,0,1,8,9,11.11,Furthest
13318,May,2021,Spokane,WA,Truck,0,0,0,102090,102090,0.0,Washington
13319,May,2021,Shelby,OH,Passenger,0,1,1,1,2,50.0,Furthest
13320,May,2021,Tulsa,OK,Passenger,1,0,1,39,40,2.5,Mid-Distance
13321,May,2021,Larimer,CO,Passenger,1,0,1,51,52,1.92,Mid-Distance
13322,May,2021,Chesapeake,VA,Passenger,0,4,4,387,391,1.02,Furthest
13323,May,2021,Bradley,TN,Passenger,1,0,1,0,1,100.0,Furthest
13324,May,2021,King,WA,Passenger,30043,8922,38965,1368667,1407632,2.77,Washington
13325,May,2021,Skamania,WA,Passenger,43,32,75,8395,8470,0.89,Washington
13326,May,2021,Wilson,TX,Passenger,0,1,1,3,4,25.0,Mid-Distance
13327,May,2021,Yamhill,OR,Passenger,1,0,1,36,37,2.7,Nearest
13328,May,2021,Pacific,WA,Passenger,43,47,90,16070,16160,0.56,Washington
13329,May,2021,Douglas,CO,Passenger,0,1,1,74,75,1.33,Mid-Distance
13330,May,2021,Hillsborough,FL,Passenger,0,1,1,152,153,0.65,Furthest
13331,May,2021,Sedgwick,KS,Passenger,0,1,1,86,87,1.15,Mid-Distance
13332,May,2021,Whitman,WA,Passenger,60,44,104,22016,22120,0.47,Washington
13333,May,2021,Kauai,HI,Passenger,1,0,1,16,17,5.88,Nearest
13334,May,2021,Suffolk,MA,Passenger,0,2,2,33,35,5.71,Furthest
13335,May,2021,Orange,FL,Passenger,1,0,1,108,109,0.92,Furthest
13336,May,2021,Fairbanks North Star,AK,Passenger,0,1,1,84,85,1.18,Nearest
13337,May,2021,Hudson,NJ,Passenger,1,0,1,41,42,2.38,Furthest
13338,May,2021,Hawaii,HI,Passenger,1,0,1,47,48,2.08,Nearest
13339,May,2021,Gwinnett,GA,Passenger,1,0,1,63,64,1.56,Furthest
13340,May,2021,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest
13341,May,2021,Pacific,WA,Truck,0,0,0,7939,7939,0.0,Washington
13342,May,2021,Anne Arundel,MD,Passenger,4,2,6,393,399,1.5,Furthest
13343,May,2021,Spartanburg,SC,Passenger,0,1,1,52,53,1.89,Furthest
13344,May,2021,St. Louis,MO,Passenger,1,0,1,81,82,1.22,Furthest
13345,May,2021,Clark,WA,Passenger,2757,1368,4125,321959,326084,1.27,Washington
13346,May,2021,Richmond,NY,Passenger,1,0,1,9,10,10.0,Furthest
13347,May,2021,Collin,TX,Passenger,1,1,2,113,115,1.74,Mid-Distance
13348,May,2021,Pima,AZ,Passenger,2,1,3,281,284,1.06,Nearest
13349,May,2021,Chelan,WA,Truck,0,0,0,23102,23102,0.0,Washington
13350,May,2021,Grays Harbor,WA,Passenger,161,139,300,49369,49669,0.6,Washington
13351,May,2021,Alexandria,VA,Passenger,2,0,2,130,132,1.52,Furthest
13352,May,2021,Whatcom,WA,Truck,4,0,4,43874,43878,0.01,Washington
13353,May,2021,Frederick,MD,Passenger,1,1,2,67,69,2.9,Furthest
13354,May,2021,Stevens,WA,Truck,0,0,0,18957,18957,0.0,Washington
13355,May,2021,Montgomery,TX,Passenger,1,1,2,43,45,4.44,Mid-Distance
13356,May,2022,Danville,VA,Passenger,1,0,1,0,1,100.0,Furthest
13357,May,2022,Kittitas,WA,Passenger,248,79,327,29757,30084,1.09,Washington
13358,May,2022,Baltimore,MD,Passenger,1,0,1,69,70,1.43,Furthest
13359,May,2022,Camden,NJ,Passenger,0,1,1,13,14,7.14,Furthest
13360,May,2022,Tarrant,TX,Passenger,1,0,1,110,111,0.9,Mid-Distance
13361,May,2022,Bartow,GA,Passenger,0,1,1,3,4,25.0,Furthest
13362,May,2022,Yellowstone,MT,Passenger,0,1,1,27,28,3.57,Nearest
13363,May,2022,New London,CT,Passenger,2,5,7,191,198,3.54,Furthest
13364,May,2022,Frederick,MD,Passenger,1,1,2,63,65,3.08,Furthest
13365,May,2022,Virginia Beach,VA,Passenger,2,0,2,511,513,0.39,Furthest
13366,May,2022,Duval,FL,Passenger,0,2,2,276,278,0.72,Furthest
13367,May,2022,Pima,AZ,Passenger,1,0,1,221,222,0.45,Nearest
13368,May,2022,Burlington,NJ,Passenger,0,2,2,109,111,1.8,Furthest
13369,May,2022,Skagit,WA,Passenger,759,332,1091,90123,91214,1.2,Washington
13370,May,2022,Spokane,WA,Truck,1,0,1,102240,102241,0.0,Washington
13371,May,2022,Maricopa,AZ,Passenger,7,2,9,913,922,0.98,Nearest
13372,May,2022,Lake,FL,Passenger,1,0,1,19,20,5.0,Furthest
13373,May,2022,Powhatan,VA,Passenger,1,0,1,1,2,50.0,Furthest
13374,May,2022,Wahkiakum,WA,Truck,0,0,0,1805,1805,0.0,Washington
13375,May,2022,Lee,FL,Passenger,1,0,1,29,30,3.33,Furthest
13376,May,2022,Boone,MO,Passenger,0,1,1,9,10,10.0,Furthest
13377,May,2022,Placer,CA,Passenger,2,0,2,64,66,3.03,Nearest
13378,May,2022,Asotin,WA,Passenger,23,19,42,12730,12772,0.33,Washington
13379,May,2022,Montgomery,MD,Passenger,4,2,6,197,203,2.96,Furthest
13380,May,2022,San Luis Obispo,CA,Passenger,1,0,1,54,55,1.82,Nearest
13381,May,2022,Kings,NY,Passenger,1,0,1,58,59,1.69,Furthest
13382,May,2022,Grays Harbor,WA,Passenger,205,158,363,49085,49448,0.73,Washington
13383,May,2022,Prince George's,MD,Passenger,2,1,3,119,122,2.46,Furthest
13384,May,2022,Hidalgo,TX,Passenger,0,1,1,52,53,1.89,Mid-Distance
13385,May,2022,Fresno,CA,Passenger,1,0,1,137,138,0.72,Nearest
13386,May,2022,Clark,NV,Passenger,4,2,6,511,517,1.16,Nearest
13387,May,2022,St. Mary's,MD,Passenger,1,0,1,190,191,0.52,Furthest
13388,May,2022,Spartanburg,SC,Passenger,0,1,1,40,41,2.44,Furthest
13389,May,2022,Chesapeake,VA,Passenger,2,3,5,335,340,1.47,Furthest
13390,May,2022,Multnomah,OR,Passenger,0,4,4,533,537,0.74,Nearest
13391,May,2022,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest
13392,May,2022,Adams,WA,Passenger,16,10,26,12957,12983,0.2,Washington
13393,May,2022,Harnett,NC,Passenger,2,0,2,140,142,1.41,Furthest
13394,May,2022,Kitsap,WA,Passenger,2354,1031,3385,178653,182038,1.86,Washington
13395,May,2022,Wichita,TX,Passenger,1,0,1,38,39,2.56,Mid-Distance
13396,May,2022,Suffolk,VA,Passenger,1,0,1,119,120,0.83,Furthest
13397,May,2022,Collin,TX,Passenger,2,0,2,84,86,2.33,Mid-Distance
13398,May,2022,New Haven,CT,Passenger,0,2,2,27,29,6.9,Furthest
13399,May,2022,Geary,KS,Passenger,1,0,1,82,83,1.2,Mid-Distance
13400,May,2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33,Nearest
13401,May,2022,Pacific,WA,Passenger,60,68,128,15915,16043,0.8,Washington
13402,May,2022,El Paso,CO,Passenger,3,1,4,590,594,0.67,Mid-Distance
13403,May,2022,El Paso,TX,Passenger,2,0,2,330,332,0.6,Mid-Distance
13404,May,2022,New York,NY,Passenger,1,0,1,33,34,2.94,Furthest
13405,May,2022,DeKalb,GA,Passenger,1,0,1,46,47,2.13,Furthest
13406,May,2022,Hudson,NJ,Passenger,2,0,2,34,36,5.56,Furthest
13407,May,2022,Elmore,ID,Passenger,1,0,1,12,13,7.69,Nearest
13408,May,2022,Sonoma,CA,Passenger,0,1,1,74,75,1.33,Nearest
13409,May,2022,Richmond,GA,Passenger,0,1,1,64,65,1.54,Furthest
13410,May,2022,Middlesex,MA,Passenger,1,1,2,74,76,2.63,Furthest
13411,May,2022,King,WA,Truck,43,1,44,181226,181270,0.02,Washington
13412,May,2022,Spokane,WA,Passenger,1543,832,2375,325374,327749,0.72,Washington
13413,May,2022,Rogers,OK,Passenger,1,0,1,1,2,50.0,Mid-Distance
13414,May,2022,Travis,TX,Passenger,1,0,1,106,107,0.93,Mid-Distance
13415,May,2022,Louisa,VA,Passenger,0,1,1,1,2,50.0,Furthest
13416,May,2022,Manassas,VA,Passenger,0,1,1,7,8,12.5,Furthest
13417,May,2022,Cumberland,NC,Passenger,1,2,3,359,362,0.83,Furthest
13418,May,2022,Santa Clara,CA,Passenger,10,1,11,216,227,4.85,Nearest
13419,May,2022,Washington,MD,Passenger,2,0,2,14,16,12.5,Furthest
13420,May,2022,Pennington,SD,Passenger,2,0,2,27,29,6.9,Mid-Distance
13421,May,2022,Kauai,HI,Passenger,1,0,1,16,17,5.88,Nearest
13422,May,2022,Miami-Dade,FL,Passenger,1,0,1,77,78,1.28,Furthest
13423,May,2022,San Juan,WA,Truck,1,0,1,5979,5980,0.02,Washington
13424,May,2022,Douglas,NE,Passenger,1,2,3,42,45,6.67,Mid-Distance
13425,May,2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11,Mid-Distance
13426,May,2022,Kitsap,WA,Truck,3,0,3,53699,53702,0.01,Washington
13427,May,2022,District of Columbia,DC,Passenger,5,0,5,177,182,2.75,Furthest
13428,May,2022,Sarpy,NE,Passenger,1,0,1,51,52,1.92,Mid-Distance
13429,May,2022,Houston,GA,Passenger,1,0,1,33,34,2.94,Furthest
13430,May,2022,Harris,TX,Passenger,2,0,2,140,142,1.41,Mid-Distance
13431,May,2022,Franklin,WA,Truck,0,0,0,20926,20926,0.0,Washington
13432,May,2022,Ray,MO,Passenger,0,1,1,1,2,50.0,Furthest
13433,May,2022,Howard,MD,Passenger,0,1,1,54,55,1.82,Furthest
13434,May,2022,Columbia,WA,Passenger,7,0,7,2441,2448,0.29,Washington
13435,May,2022,Pierce,WA,Truck,5,0,5,142329,142334,0.0,Washington
13436,May,2022,Adams,WA,Truck,0,0,0,5475,5475,0.0,Washington
13437,May,2022,Walla Walla,WA,Truck,0,0,0,13969,13969,0.0,Washington
13438,May,2022,Lincoln,WA,Truck,0,0,0,4839,4839,0.0,Washington
13439,May,2022,Clallam,WA,Passenger,410,244,654,49775,50429,1.3,Washington
13440,May,2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11,Furthest
13441,May,2022,Douglas,WA,Truck,0,0,0,12770,12770,0.0,Washington
13442,May,2022,Clark,WA,Truck,5,0,5,82915,82920,0.01,Washington
13443,May,2022,Howard,IN,Passenger,0,1,1,4,5,20.0,Furthest
13445,May,2022,Anne Arundel,MD,Passenger,4,4,8,343,351,2.28,Furthest
13446,May,2022,Stevens,WA,Passenger,64,54,118,30097,30215,0.39,Washington
13447,May,2022,Philadelphia,PA,Passenger,1,0,1,34,35,2.86,Furthest
13448,May,2022,Bell,TX,Passenger,1,0,1,318,319,0.31,Mid-Distance
13449,May,2022,San Bernardino,CA,Passenger,1,1,2,323,325,0.62,Nearest
13450,May,2022,Richmond,NY,Passenger,1,0,1,6,7,14.29,Furthest
13451,May,2022,Jefferson,NY,Passenger,0,1,1,203,204,0.49,Furthest
13452,May,2022,Douglas,CO,Passenger,0,1,1,71,72,1.39,Mid-Distance
13453,May,2022,Richland,SC,Passenger,0,1,1,124,125,0.8,Furthest
13454,May,2022,Jefferson,WA,Truck,0,0,0,9493,9493,0.0,Washington
13455,May,2022,Sevier,AR,Passenger,0,1,1,0,1,100.0,Mid-Distance
13456,May,2022,Kittitas,WA,Truck,1,0,1,14675,14676,0.01,Washington
13457,May,2022,Harrison,MS,Passenger,2,0,2,44,46,4.35,Mid-Distance
13458,May,2022,Honolulu,HI,Passenger,5,4,9,319,328,2.74,Nearest
13459,May,2022,Contra Costa,CA,Passenger,0,4,4,251,255,1.57,Nearest
13460,May,2022,Fairbanks North Star,AK,Passenger,0,1,1,75,76,1.32,Nearest
13461,May,2022,Hawaii,HI,Passenger,1,0,1,35,36,2.78,Nearest
13462,May,2022,Okanogan,WA,Passenger,82,51,133,26409,26542,0.5,Washington
13463,May,2022,Pinellas,FL,Passenger,0,1,1,74,75,1.33,Furthest
13464,May,2022,Grant,WA,Passenger,166,97,263,66720,66983,0.39,Washington
13465,May,2022,Ulster,NY,Passenger,1,0,1,9,10,10.0,Furthest
13466,May,2022,Cowlitz,WA,Truck,1,1,2,28601,28603,0.01,Washington
13467,May,2022,Pend Oreille,WA,Truck,0,0,0,5629,5629,0.0,Washington
13468,May,2022,Lane,OR,Passenger,0,1,1,91,92,1.09,Nearest
13469,May,2022,Lake,IL,Passenger,3,0,3,139,142,2.11,Mid-Distance
13470,May,2022,Klickitat,WA,Passenger,99,54,153,15249,15402,0.99,Washington
13471,May,2022,Lewis,WA,Passenger,231,173,404,59518,59922,0.67,Washington
13472,May,2022,Ventura,CA,Passenger,1,1,2,229,231,0.87,Nearest
13473,May,2022,Moore,NC,Passenger,0,1,1,114,115,0.87,Furthest
13474,May,2022,Los Angeles,CA,Passenger,8,8,16,763,779,2.05,Nearest
13475,May,2022,Adams,CO,Passenger,1,0,1,38,39,2.56,Mid-Distance
13476,May,2022,Okanogan,WA,Truck,0,0,0,16665,16665,0.0,Washington
13477,May,2022,Broward,FL,Passenger,2,0,2,76,78,2.56,Furthest
13478,May,2022,Leavenworth,KS,Passenger,0,1,1,102,103,0.97,Mid-Distance
13479,May,2022,Orange,FL,Passenger,1,0,1,91,92,1.09,Furthest
13480,May,2022,Asotin,WA,Truck,0,0,0,6709,6709,0.0,Washington
13481,May,2022,Yakima,WA,Passenger,325,189,514,167089,167603,0.31,Washington
13482,May,2022,San Diego,CA,Passenger,14,9,23,2265,2288,1.01,Nearest
13483,May,2022,Onslow,NC,Passenger,0,1,1,158,159,0.63,Furthest
13484,May,2022,Albemarle,VA,Passenger,1,0,1,16,17,5.88,Furthest
13485,May,2022,Garfield,WA,Truck,0,0,0,981,981,0.0,Washington
13486,May,2022,Nassau,NY,Passenger,2,0,2,26,28,7.14,Furthest
13487,May,2022,Charleston,SC,Passenger,2,1,3,59,62,4.84,Furthest
13488,May,2022,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17,Nearest
13489,May,2022,Bexar,TX,Passenger,4,3,7,434,441,1.59,Mid-Distance
13490,May,2022,Alameda,CA,Passenger,4,0,4,185,189,2.12,Nearest
13491,May,2022,Las Animas,CO,Passenger,1,0,1,1,2,50.0,Mid-Distance
13492,May,2022,St. Louis,MO,Passenger,1,0,1,64,65,1.54,Furthest
13493,May,2022,Clackamas,OR,Passenger,2,0,2,143,145,1.38,Nearest
13494,May,2022,Williams,ND,Passenger,0,1,1,6,7,14.29,Mid-Distance
13495,May,2022,Escambia,FL,Passenger,0,1,1,130,131,0.76,Furthest
13496,May,2022,Skamania,WA,Truck,0,0,0,3971,3971,0.0,Washington
13497,May,2022,Whitman,WA,Truck,0,0,0,8562,8562,0.0,Washington
13498,May,2022,Sumter,SC,Passenger,0,1,1,32,33,3.03,Furthest
13499,May,2022,Wahkiakum,WA,Passenger,22,10,32,3085,3117,1.03,Washington
13500,May,2022,Fairfax,VA,Passenger,6,3,9,607,616,1.46,Furthest
13501,May,2022,Arapahoe,CO,Passenger,0,1,1,77,78,1.28,Mid-Distance
13502,May,2022,Galveston,TX,Passenger,0,1,1,17,18,5.56,Mid-Distance
13503,May,2022,Portsmouth,VA,Passenger,0,1,1,74,75,1.33,Furthest
13504,May,2022,Orange,CA,Passenger,5,2,7,351,358,1.96,Nearest
13505,May,2022,Monterey,CA,Passenger,1,1,2,126,128,1.56,Nearest
13506,May,2022,Platte,MO,Passenger,1,0,1,21,22,4.55,Furthest
13507,May,2022,Nueces,TX,Passenger,1,1,2,54,56,3.57,Mid-Distance
13508,May,2022,Hillsborough,FL,Passenger,0,1,1,120,121,0.83,Furthest
13509,May,2022,Rockingham,NH,Passenger,1,0,1,15,16,6.25,Furthest
13510,May,2022,Kern,CA,Passenger,0,1,1,188,189,0.53,Nearest
13511,May,2022,San Mateo,CA,Passenger,2,0,2,79,81,2.47,Nearest
13512,May,2022,Rock Island,IL,Passenger,0,1,1,15,16,6.25,Mid-Distance
13513,May,2022,Coryell,TX,Passenger,1,0,1,98,99,1.01,Mid-Distance
13514,May,2022,Stafford,VA,Passenger,2,1,3,89,92,3.26,Furthest
13515,May,2022,Dorchester,SC,Passenger,1,0,1,55,56,1.79,Furthest
13516,May,2022,St. Tammany,LA,Passenger,1,0,1,34,35,2.86,Mid-Distance
13517,May,2022,Whatcom,WA,Passenger,1799,729,2528,148935,151463,1.67,Washington
13518,May,2022,Riverside,CA,Passenger,8,1,9,462,471,1.91,Nearest
13519,May,2022,Salt Lake,UT,Passenger,1,1,2,130,132,1.52,Nearest
13520,May,2022,Thurston,WA,Passenger,2127,1028,3155,194514,197669,1.6,Washington
13521,May,2022,Lincoln,OR,Passenger,0,1,1,26,27,3.7,Nearest
13522,May,2022,Lewis,WA,Truck,0,0,0,26423,26423,0.0,Washington
13523,May,2022,Queens,NY,Passenger,1,0,1,41,42,2.38,Furthest
13524,May,2022,Marin,CA,Passenger,0,1,1,29,30,3.33,Nearest
13525,May,2022,Snohomish,WA,Truck,6,0,6,124132,124138,0.0,Washington
13526,May,2022,Larimer,CO,Passenger,1,0,1,46,47,2.13,Mid-Distance
13527,May,2022,Pacific,WA,Truck,0,0,0,7950,7950,0.0,Washington
13528,May,2022,Douglas,WA,Passenger,131,58,189,28516,28705,0.66,Washington
13529,May,2022,Ferry,WA,Truck,0,0,0,3569,3569,0.0,Washington
13530,May,2022,Wilson,TX,Passenger,0,1,1,2,3,33.33,Mid-Distance
13531,May,2022,Randolph,NC,Passenger,1,0,1,5,6,16.67,Furthest
13532,May,2022,Gwinnett,GA,Passenger,1,0,1,49,50,2.0,Furthest
13533,May,2022,San Juan,WA,Passenger,499,152,651,14097,14748,4.41,Washington
13534,May,2022,Fort Bend,TX,Passenger,1,0,1,26,27,3.7,Mid-Distance
13535,May,2022,Lincoln,WA,Passenger,8,18,26,7692,7718,0.34,Washington
13536,May,2022,Okaloosa,FL,Passenger,0,1,1,96,97,1.03,Furthest
13537,May,2022,Wood,OH,Passenger,0,1,1,4,5,20.0,Furthest
13538,May,2022,Loudoun,VA,Passenger,2,1,3,63,66,4.55,Furthest
13539,May,2022,Pend Oreille,WA,Passenger,16,11,27,9013,9040,0.3,Washington
13540,May,2022,Benton,WA,Truck,2,0,2,43549,43551,0.0,Washington
13541,May,2022,San Joaquin,CA,Passenger,1,1,2,89,91,2.2,Nearest
13542,May,2022,Chelan,WA,Truck,2,0,2,23067,23069,0.01,Washington
13543,May,2022,Hamilton,IN,Passenger,1,0,1,20,21,4.76,Furthest
13544,May,2022,Jefferson,WA,Passenger,425,215,640,24617,25257,2.53,Washington
13545,May,2022,Denton,TX,Passenger,1,0,1,62,63,1.59,Mid-Distance
13546,May,2022,Sacramento,CA,Passenger,2,0,2,190,192,1.04,Nearest
13547,May,2022,DuPage,IL,Passenger,1,0,1,46,47,2.13,Mid-Distance
13548,May,2022,Chelan,WA,Passenger,450,126,576,54379,54955,1.05,Washington
13549,May,2022,Columbia,WA,Truck,0,0,0,1581,1581,0.0,Washington
13550,May,2022,Anchorage,AK,Passenger,1,0,1,119,120,0.83,Nearest
13551,May,2022,Essex,NJ,Passenger,2,0,2,9,11,18.18,Furthest
13552,May,2022,Thurston,WA,Truck,4,0,4,55452,55456,0.01,Washington
13553,May,2022,Pierce,WA,Passenger,4952,2291,7243,546758,554001,1.31,Washington
13554,May,2022,Solano,CA,Passenger,1,0,1,162,163,0.61,Nearest
13555,May,2022,Montgomery,PA,Passenger,2,0,2,20,22,9.09,Furthest
13556,May,2022,Skamania,WA,Passenger,70,45,115,8209,8324,1.38,Washington
13557,May,2022,Grays Harbor,WA,Truck,0,0,0,21307,21307,0.0,Washington
13558,May,2022,Whitman,WA,Passenger,84,58,142,22034,22176,0.64,Washington
13559,May,2022,Kings,CA,Passenger,2,1,3,298,301,1.0,Nearest
13560,May,2022,Franklin,WA,Passenger,181,110,291,62027,62318,0.47,Washington
13561,May,2022,Skagit,WA,Truck,2,0,2,32401,32403,0.01,Washington
13562,May,2022,Klickitat,WA,Truck,1,0,1,8293,8294,0.01,Washington
13563,May,2022,Grant,WA,Truck,0,0,0,27995,27995,0.0,Washington
13564,May,2022,Norfolk,VA,Passenger,3,3,6,289,295,2.03,Furthest
13565,May,2022,Cape May,NJ,Passenger,0,1,1,7,8,12.5,Furthest
13566,May,2022,Island,WA,Truck,1,0,1,21433,21434,0.0,Washington
13567,May,2022,Suffolk,MA,Passenger,0,1,1,21,22,4.55,Furthest
13568,May,2022,Garfield,WA,Passenger,0,3,3,1329,1332,0.23,Washington
13569,May,2022,St. Clair,IL,Passenger,2,0,2,118,120,1.67,Mid-Distance
13570,May,2022,Hennepin,MN,Passenger,2,0,2,53,55,3.64,Mid-Distance
13571,May,2022,Charles,MD,Passenger,1,1,2,54,56,3.57,Furthest
13572,May,2022,Snohomish,WA,Passenger,8141,2474,10615,533059,543674,1.95,Washington
13573,May,2022,Wake,NC,Passenger,1,0,1,86,87,1.15,Furthest
13574,May,2022,Allen,IN,Passenger,1,0,1,13,14,7.14,Furthest
13575,May,2022,Sedgwick,KS,Passenger,1,1,2,74,76,2.63,Mid-Distance
13576,May,2022,Cook,IL,Passenger,3,0,3,184,187,1.6,Mid-Distance
13577,May,2022,Ferry,WA,Passenger,20,4,24,4434,4458,0.54,Washington
13578,May,2022,Mason,WA,Truck,1,0,1,21058,21059,0.0,Washington
13579,May,2022,Montgomery,AL,Passenger,0,1,1,32,33,3.03,Furthest
13580,May,2022,Boulder,CO,Passenger,1,0,1,34,35,2.86,Mid-Distance
13581,May,2022,Carson City,NV,Passenger,1,0,1,8,9,11.11,Nearest
13582,May,2022,Juneau,AK,Passenger,0,1,1,29,30,3.33,Nearest
13583,May,2022,Island,WA,Passenger,797,373,1170,62040,63210,1.85,Washington
13584,May,2022,Prince William,VA,Passenger,0,1,1,191,192,0.52,Furthest
13585,May,2022,Clallam,WA,Truck,1,0,1,21957,21958,0.0,Washington
13586,May,2022,Mason,WA,Passenger,304,179,483,47338,47821,1.01,Washington
13587,May,2022,Williamson,TX,Passenger,1,2,3,81,84,3.57,Mid-Distance
13588,May,2022,Stevens,WA,Truck,0,0,0,18961,18961,0.0,Washington
13589,May,2022,Cowlitz,WA,Passenger,322,175,497,70710,71207,0.7,Washington
13590,May,2022,Montgomery,TX,Passenger,1,0,1,29,30,3.33,Mid-Distance
13591,May,2022,Arlington,VA,Passenger,1,0,1,124,125,0.8,Furthest
13592,May,2022,Penobscot,ME,Passenger,0,1,1,7,8,12.5,Furthest
13593,May,2022,Hamilton,OH,Passenger,1,0,1,28,29,3.45,Furthest
13594,May,2022,King,WA,Passenger,40013,11054,51067,1349163,1400230,3.65,Washington
13595,May,2022,Saratoga,NY,Passenger,1,0,1,38,39,2.56,Furthest
13596,May,2022,Goochland,VA,Passenger,3,2,5,130,135,3.7,Furthest
13597,May,2022,Carroll,MD,Passenger,0,1,1,15,16,6.25,Furthest
13598,May,2022,Alexandria,VA,Passenger,3,0,3,105,108,2.78,Furthest
13599,May,2022,Greene,MO,Passenger,0,1,1,23,24,4.17,Furthest
13600,May,2022,Calvert,MD,Passenger,0,2,2,76,78,2.56,Furthest
13601,May,2022,Yakima,WA,Truck,0,0,0,61425,61425,0.0,Washington
13602,May,2022,Walla Walla,WA,Passenger,171,97,268,35973,36241,0.74,Washington
13603,May,2022,Allegheny,PA,Passenger,1,1,2,52,54,3.7,Furthest
13604,May,2022,Sarasota,FL,Passenger,2,0,2,25,27,7.41,Furthest
13605,May,2022,Clark,WA,Passenger,3936,1735,5671,316813,322484,1.76,Washington
13606,May,2022,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest
13607,May,2022,Benton,WA,Passenger,729,455,1184,135276,136460,0.87,Washington
13608,May,2022,Whatcom,WA,Truck,5,0,5,43377,43382,0.01,Washington
13609,May,2023,Loudoun,VA,Passenger,2,0,2,55,57,3.51,Furthest
13610,May,2023,Richmond,GA,Passenger,0,1,1,55,56,1.79,Furthest
13611,May,2023,Gwinnett,GA,Passenger,1,0,1,38,39,2.56,Furthest
13612,May,2023,New London,CT,Passenger,1,4,5,165,170,2.94,Furthest
13613,May,2023,Boulder,CO,Passenger,1,0,1,23,24,4.17,Mid-Distance
13614,May,2023,Maricopa,AZ,Passenger,7,3,10,551,561,1.78,Nearest
13615,May,2023,Bexar,TX,Passenger,3,3,6,328,334,1.8,Mid-Distance
13616,May,2023,Pulaski,AR,Passenger,3,0,3,21,24,12.5,Mid-Distance
13617,May,2023,King,WA,Truck,684,2,686,174691,175377,0.39,Washington
13618,May,2023,Denton,TX,Passenger,1,0,1,44,45,2.22,Mid-Distance
13619,May,2023,Larimer,CO,Passenger,1,0,1,33,34,2.94,Mid-Distance
13620,May,2023,Kern,CA,Passenger,1,1,2,164,166,1.2,Nearest
13621,May,2023,Sarpy,NE,Passenger,1,0,1,45,46,2.17,Mid-Distance
13622,May,2023,Dorchester,SC,Passenger,1,0,1,35,36,2.78,Furthest
