,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric
7024,January,2022,San Joaquin,CA,Passenger,1,1,2,90,92,2.17
7025,January,2022,Flathead,MT,Passenger,1,0,1,37,38,2.63
7026,January,2022,Whatcom,WA,Passenger,1665,673,2338,149528,151866,1.54
7027,January,2022,King,WA,Passenger,36353,10406,46759,1356535,1403294,3.33
7028,January,2022,Walla Walla,WA,Passenger,146,89,235,36290,36525,0.64
7029,January,2022,Stevens,WA,Passenger,58,47,105,30190,30295,0.35
7030,January,2022,Clark,WA,Passenger,3541,1572,5113,319486,324599,1.58
7031,January,2022,Monterey,CA,Passenger,0,1,1,134,135,0.74
7032,January,2022,Anchorage,AK,Passenger,1,0,1,122,123,0.81
7033,January,2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
7034,January,2022,San Juan,WA,Passenger,482,151,633,14173,14806,4.28
7035,January,2022,Frederick,MD,Passenger,1,1,2,68,70,2.86
7036,January,2022,King,WA,Truck,14,1,15,182672,182687,0.01
7037,January,2022,Anne Arundel,MD,Passenger,4,3,7,353,360,1.94
7038,January,2022,El Paso,CO,Passenger,3,0,3,641,644,0.47
7039,January,2022,Chelan,WA,Truck,0,0,0,23062,23062,0.0
7040,January,2022,Carroll,MD,Passenger,0,1,1,15,16,6.25
7041,January,2022,Cowlitz,WA,Truck,0,1,1,28923,28924,0.0
7042,January,2022,Cape May,NJ,Passenger,0,1,1,8,9,11.11
7043,January,2022,Snohomish,WA,Truck,3,0,3,125304,125307,0.0
7044,January,2022,Louisa,VA,Passenger,0,1,1,1,2,50.0
7045,January,2022,Lewis,WA,Passenger,213,165,378,59516,59894,0.63
7046,January,2022,District of Columbia,DC,Passenger,5,0,5,185,190,2.63
7047,January,2022,Sonoma,CA,Passenger,0,1,1,75,76,1.32
7048,January,2022,Gwinnett,GA,Passenger,1,0,1,56,57,1.75
7049,January,2022,Richmond,GA,Passenger,0,1,1,70,71,1.41
7050,January,2022,Okanogan,WA,Passenger,70,47,117,26533,26650,0.44
7051,January,2022,New Haven,CT,Passenger,0,2,2,30,32,6.25
7052,January,2022,Bartow,GA,Passenger,0,1,1,3,4,25.0
7053,January,2022,Salt Lake,UT,Passenger,1,1,2,149,151,1.32
7054,January,2022,Spokane,WA,Truck,0,0,0,102647,102647,0.0
7055,January,2022,Goochland,VA,Passenger,3,2,5,172,177,2.82
7056,January,2022,Pennington,SD,Passenger,2,0,2,29,31,6.45
7057,January,2022,Kings,NY,Passenger,1,0,1,66,67,1.49
7058,January,2022,Bexar,TX,Passenger,3,4,7,474,481,1.46
7059,January,2022,Yakima,WA,Passenger,294,177,471,168293,168764,0.28
7060,January,2022,Clackamas,OR,Passenger,2,0,2,157,159,1.26
7061,January,2022,Hidalgo,TX,Passenger,0,1,1,53,54,1.85
7062,January,2022,Las Animas,CO,Passenger,1,0,1,1,2,50.0
7063,January,2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
7064,January,2022,Elmore,ID,Passenger,1,0,1,15,16,6.25
7065,January,2022,Skamania,WA,Passenger,60,43,103,8316,8419,1.22
7066,January,2022,St. Tammany,LA,Passenger,1,0,1,38,39,2.56
7067,January,2022,Charles,MD,Passenger,1,1,2,64,66,3.03
7068,January,2022,Jefferson,WA,Passenger,385,197,582,24693,25275,2.3
7069,January,2022,Walla Walla,WA,Truck,0,0,0,14104,14104,0.0
7070,January,2022,Arlington,VA,Passenger,1,0,1,130,131,0.76
7071,January,2022,Richland,SC,Passenger,0,1,1,126,127,0.79
7072,January,2022,Orange,CA,Passenger,5,2,7,379,386,1.81
7073,January,2022,Sedgwick,KS,Passenger,1,1,2,82,84,2.38
7074,January,2022,San Francisco,CA,Passenger,0,1,1,77,78,1.28
7075,January,2022,Burlington,NJ,Passenger,0,1,1,116,117,0.85
7076,January,2022,Island,WA,Passenger,734,344,1078,62598,63676,1.69
7077,January,2022,Kitsap,WA,Truck,0,0,0,54155,54155,0.0
7078,January,2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
7079,January,2022,Benton,WA,Passenger,654,453,1107,135958,137065,0.81
7080,January,2022,Thurston,WA,Truck,3,0,3,55934,55937,0.01
7081,January,2022,Harnett,NC,Passenger,1,1,2,143,145,1.38
7082,January,2022,Calvert,MD,Passenger,0,2,2,79,81,2.47
7083,January,2022,Miami-Dade,FL,Passenger,1,0,1,88,89,1.12
7084,January,2022,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.0
7085,January,2022,Norfolk,VA,Passenger,3,3,6,301,307,1.95
7086,January,2022,Boulder,CO,Passenger,1,1,2,36,38,5.26
7087,January,2022,El Paso,TX,Passenger,2,0,2,344,346,0.58
7088,January,2022,Mason,WA,Truck,0,0,0,21187,21187,0.0
7089,January,2022,Larimer,CO,Passenger,1,0,1,49,50,2.0
7090,January,2022,Nueces,TX,Passenger,1,1,2,61,63,3.17
7091,January,2022,Dallas,TX,Passenger,1,0,1,129,130,0.77
7092,January,2022,Solano,CA,Passenger,1,0,1,172,173,0.58
7093,January,2022,Alameda,CA,Passenger,4,0,4,204,208,1.92
7094,January,2022,Kitsap,WA,Passenger,2191,970,3161,179910,183071,1.73
7095,January,2022,St. Clair,IL,Passenger,2,0,2,119,121,1.65
7096,January,2022,Santa Clara,CA,Passenger,8,1,9,228,237,3.8
7097,January,2022,Benton,WA,Truck,0,0,0,43600,43600,0.0
7098,January,2022,Pierce,WA,Passenger,4367,2153,6520,554116,560636,1.16
7099,January,2022,Portsmouth,VA,Passenger,0,1,1,76,77,1.3
7100,January,2022,Pierce,WA,Truck,0,0,0,144454,144454,0.0
7101,January,2022,Hamilton,OH,Passenger,1,0,1,30,31,3.23
7102,January,2022,Cumberland,NC,Passenger,1,2,3,385,388,0.77
7103,January,2022,Plaquemines,LA,Passenger,0,1,1,17,18,5.56
7104,January,2022,Washington,MD,Passenger,2,0,2,14,16,12.5
7105,January,2022,Suffolk,VA,Passenger,1,0,1,120,121,0.83
7106,January,2022,Howard,IN,Passenger,0,1,1,6,7,14.29
7107,January,2022,Harrison,MS,Passenger,2,0,2,43,45,4.44
7108,January,2022,Kittitas,WA,Truck,0,0,0,14768,14768,0.0
7109,January,2022,Wake,NC,Passenger,1,0,1,103,104,0.96
7110,January,2022,Virginia Beach,VA,Passenger,2,0,2,556,558,0.36
7111,January,2022,Williamson,TX,Passenger,1,2,3,88,91,3.3
7112,January,2022,Pacific,WA,Passenger,55,63,118,16055,16173,0.73
7114,January,2022,Moore,NC,Passenger,0,1,1,122,123,0.81
7115,January,2022,Grant,WA,Truck,0,0,0,27996,27996,0.0
7116,January,2022,Shelby,OH,Passenger,0,1,1,2,3,33.33
7117,January,2022,Clallam,WA,Passenger,391,241,632,50236,50868,1.24
7118,January,2022,Klamath,OR,Passenger,1,0,1,28,29,3.45
7119,January,2022,Broward,FL,Passenger,2,0,2,91,93,2.15
7120,January,2022,Prince William,VA,Passenger,1,1,2,200,202,0.99
7121,January,2022,Penobscot,ME,Passenger,0,1,1,7,8,12.5
7122,January,2022,Wilson,NC,Passenger,1,0,1,0,1,100.0
7123,January,2022,Garfield,WA,Passenger,0,3,3,1356,1359,0.22
7124,January,2022,Placer,CA,Passenger,2,0,2,71,73,2.74
7125,January,2022,San Mateo,CA,Passenger,2,0,2,77,79,2.53
7126,January,2022,Philadelphia,PA,Passenger,1,0,1,35,36,2.78
7127,January,2022,Franklin,WA,Truck,0,0,0,20891,20891,0.0
7128,January,2022,Ferry,WA,Passenger,14,3,17,4436,4453,0.38
7129,January,2022,Carson City,NV,Passenger,1,0,1,8,9,11.11
7130,January,2022,San Juan,WA,Truck,1,0,1,6022,6023,0.02
7131,January,2022,Montgomery,PA,Passenger,2,0,2,22,24,8.33
7132,January,2022,Chelan,WA,Passenger,421,117,538,54587,55125,0.98
7133,January,2022,Thurston,WA,Passenger,1920,973,2893,196481,199374,1.45
7134,January,2022,Clark,NV,Passenger,4,2,6,551,557,1.08
7135,January,2022,Klickitat,WA,Passenger,90,54,144,15313,15457,0.93
7136,January,2022,Kittitas,WA,Passenger,216,71,287,29812,30099,0.95
7137,January,2022,Clark,WA,Truck,2,0,2,83892,83894,0.0
7138,January,2022,Baltimore,MD,Passenger,1,0,1,79,80,1.25
7139,January,2022,Grays Harbor,WA,Passenger,197,158,355,49346,49701,0.71
7140,January,2022,Sarpy,NE,Passenger,1,0,1,57,58,1.72
7141,January,2022,Allen,IN,Passenger,1,0,1,14,15,6.67
7142,January,2022,Adams,WA,Truck,0,0,0,5434,5434,0.0
7143,January,2022,Essex,NJ,Passenger,2,0,2,10,12,16.67
7144,January,2022,Wood,OH,Passenger,0,1,1,4,5,20.0
7145,January,2022,Queens,NY,Passenger,1,0,1,49,50,2.0
7146,January,2022,Montgomery,MD,Passenger,3,2,5,195,200,2.5
7147,January,2022,Yakima,WA,Truck,0,0,0,61615,61615,0.0
7148,January,2022,Pinellas,FL,Passenger,0,1,1,84,85,1.18
7149,January,2022,Skagit,WA,Passenger,701,307,1008,90876,91884,1.1
7150,January,2022,Clallam,WA,Truck,1,0,1,22143,22144,0.0
7151,January,2022,DuPage,IL,Passenger,1,0,1,49,50,2.0
7152,January,2022,Marin,CA,Passenger,0,1,1,31,32,3.12
7153,January,2022,Lake,FL,Passenger,1,0,1,22,23,4.35
7154,January,2022,Honolulu,HI,Passenger,4,4,8,341,349,2.29
7155,January,2022,Yamhill,OR,Passenger,1,0,1,30,31,3.23
7156,January,2022,Juneau,AK,Passenger,0,1,1,28,29,3.45
7157,January,2022,Travis,TX,Passenger,1,0,1,123,124,0.81
7158,January,2022,Fort Bend,TX,Passenger,1,0,1,31,32,3.12
7159,January,2022,Lee,FL,Passenger,1,0,1,28,29,3.45
7160,January,2022,Sumter,SC,Passenger,0,1,1,34,35,2.86
7161,January,2022,Hawaii,HI,Passenger,1,0,1,37,38,2.63
7162,January,2022,Hudson,NJ,Passenger,2,0,2,36,38,5.26
7163,January,2022,Champaign,IL,Passenger,1,0,1,10,11,9.09
7164,January,2022,Lewis,WA,Truck,0,0,0,26654,26654,0.0
7165,January,2022,Maricopa,AZ,Passenger,7,2,9,1014,1023,0.88
7166,January,2022,Nassau,NY,Passenger,2,0,2,25,27,7.41
7167,January,2022,Okaloosa,FL,Passenger,0,1,1,105,106,0.94
7168,January,2022,Adams,WA,Passenger,17,14,31,13041,13072,0.24
7169,January,2022,Oldham,KY,Passenger,0,1,1,4,5,20.0
7170,January,2022,Wichita,TX,Passenger,1,0,1,41,42,2.38
7171,January,2022,Albemarle,VA,Passenger,1,0,1,18,19,5.26
7172,January,2022,Los Angeles,CA,Passenger,10,7,17,817,834,2.04
7173,January,2022,Jefferson,WA,Truck,0,0,0,9571,9571,0.0
7174,January,2022,Rockingham,NH,Passenger,1,0,1,17,18,5.56
7175,January,2022,Pend Oreille,WA,Passenger,17,9,26,9118,9144,0.28
7176,January,2022,Richmond,NY,Passenger,1,0,1,6,7,14.29
7177,January,2022,Middlesex,MA,Passenger,0,1,1,83,84,1.19
7178,January,2022,Cook,IL,Passenger,2,0,2,191,193,1.04
7179,January,2022,Leavenworth,KS,Passenger,0,1,1,105,106,0.94
7180,January,2022,Cowlitz,WA,Passenger,273,164,437,71316,71753,0.61
7181,January,2022,San Diego,CA,Passenger,15,8,23,2380,2403,0.96
7182,January,2022,Franklin,WA,Passenger,169,101,270,62152,62422,0.43
7183,January,2022,Stafford,VA,Passenger,2,1,3,90,93,3.23
7184,January,2022,Columbia,WA,Truck,0,0,0,1557,1557,0.0
7185,January,2022,San Bernardino,CA,Passenger,1,1,2,349,351,0.57
7186,January,2022,Fairfax,VA,Passenger,3,3,6,637,643,0.93
7187,January,2022,Jefferson,NY,Passenger,0,1,1,201,202,0.5
7188,January,2022,Stevens,WA,Truck,0,0,0,18938,18938,0.0
7189,January,2022,Fresno,CA,Passenger,1,0,1,154,155,0.65
7190,January,2022,Lincoln,WA,Truck,0,0,0,4835,4835,0.0
7191,January,2022,Sacramento,CA,Passenger,2,0,2,204,206,0.97
7192,January,2022,Escambia,FL,Passenger,0,1,1,136,137,0.73
7193,January,2022,Denton,TX,Passenger,1,0,1,70,71,1.41
7194,January,2022,Wahkiakum,WA,Truck,0,0,0,1816,1816,0.0
7195,January,2022,Yellowstone,MT,Passenger,0,1,1,32,33,3.03
7196,January,2022,Riverside,CA,Passenger,5,1,6,490,496,1.21
7197,January,2022,Okanogan,WA,Truck,0,0,0,16692,16692,0.0
7198,January,2022,Island,WA,Truck,1,0,1,21481,21482,0.0
7199,January,2022,Vigo,IN,Passenger,1,0,1,5,6,16.67
7200,January,2022,Charleston,SC,Passenger,2,1,3,70,73,4.11
7201,January,2022,Pend Oreille,WA,Truck,0,0,0,5731,5731,0.0
7202,January,2022,Loudoun,VA,Passenger,1,0,1,66,67,1.49
7203,January,2022,Columbia,WA,Passenger,6,2,8,2452,2460,0.33
7204,January,2022,Houston,GA,Passenger,1,0,1,40,41,2.44
7205,January,2022,Snohomish,WA,Passenger,7221,2278,9499,536658,546157,1.74
7206,January,2022,Ferry,WA,Truck,0,0,0,3582,3582,0.0
7207,January,2022,Spokane,WA,Passenger,1350,766,2116,326674,328790,0.64
7208,January,2022,Alexandria,VA,Passenger,2,0,2,111,113,1.77
7209,January,2022,Douglas,NE,Passenger,1,2,3,46,49,6.12
7210,January,2022,Manassas,VA,Passenger,0,1,1,7,8,12.5
7211,January,2022,Tarrant,TX,Passenger,1,0,1,126,127,0.79
7212,January,2022,Skagit,WA,Truck,1,0,1,32658,32659,0.0
7213,January,2022,Danville,VA,Passenger,1,0,1,0,1,100.0
7214,January,2022,Kern,CA,Passenger,0,1,1,195,196,0.51
7215,January,2022,Douglas,CO,Passenger,0,1,1,75,76,1.32
7216,January,2022,Suffolk,MA,Passenger,0,2,2,24,26,7.69
7217,January,2022,Harris,TX,Passenger,1,0,1,159,160,0.62
7218,January,2022,Galveston,TX,Passenger,0,1,1,20,21,4.76
7219,January,2022,New York,NY,Passenger,1,0,1,36,37,2.7
7220,January,2022,Whitman,WA,Truck,0,0,0,8565,8565,0.0
7221,January,2022,San Luis Obispo,CA,Passenger,1,0,1,55,56,1.79
7222,January,2022,Wahkiakum,WA,Passenger,17,11,28,3075,3103,0.9
7223,January,2022,Rockdale,GA,Passenger,1,0,1,7,8,12.5
7224,January,2022,Dorchester,SC,Passenger,1,0,1,63,64,1.56
7225,January,2022,Powhatan,VA,Passenger,1,0,1,1,2,50.0
7226,January,2022,Fairbanks North Star,AK,Passenger,0,1,1,76,77,1.3
7227,January,2022,Lincoln,OR,Passenger,0,1,1,32,33,3.03
7228,January,2022,Grays Harbor,WA,Truck,0,0,0,21347,21347,0.0
7229,January,2022,Boone,MO,Passenger,0,1,1,9,10,10.0
7230,January,2022,Lincoln,WA,Passenger,6,17,23,7738,7761,0.3
7231,January,2022,Ventura,CA,Passenger,2,1,3,237,240,1.25
7232,January,2022,Saratoga,NY,Passenger,1,0,1,39,40,2.5
7233,January,2022,Coryell,TX,Passenger,1,0,1,103,104,0.96
7234,January,2022,Asotin,WA,Passenger,23,17,40,12668,12708,0.31
7235,January,2022,Hennepin,MN,Passenger,3,0,3,62,65,4.62
7236,January,2022,Contra Costa,CA,Passenger,1,4,5,255,260,1.92
7237,January,2022,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
7238,January,2022,Allegheny,PA,Passenger,1,1,2,55,57,3.51
7239,January,2022,Erie,NY,Passenger,1,0,1,30,31,3.23
7240,January,2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
7241,January,2022,Douglas,WA,Truck,0,0,0,12682,12682,0.0
7242,January,2022,Geary,KS,Passenger,1,0,1,91,92,1.09
7243,January,2022,Collin,TX,Passenger,1,0,1,100,101,0.99
7244,January,2022,Chesapeake,VA,Passenger,2,3,5,366,371,1.35
7245,January,2022,Grant,WA,Passenger,140,100,240,66811,67051,0.36
7246,January,2022,Pima,AZ,Passenger,1,1,2,246,248,0.81
7247,January,2022,Ulster,NY,Passenger,1,0,1,9,10,10.0
7248,January,2022,Kauai,HI,Passenger,1,0,1,17,18,5.56
7249,January,2022,Platte,MO,Passenger,1,0,1,17,18,5.56
7250,January,2022,Mason,WA,Passenger,272,161,433,47766,48199,0.9
7251,January,2022,Multnomah,OR,Passenger,1,4,5,587,592,0.84
7252,January,2022,DeKalb,GA,Passenger,1,0,1,54,55,1.82
7253,January,2022,St. Louis,MO,Passenger,1,0,1,72,73,1.37
7254,January,2022,Pacific,WA,Truck,0,0,0,8024,8024,0.0
7255,January,2022,Spartanburg,SC,Passenger,0,1,1,47,48,2.08
7256,January,2022,Kings,CA,Passenger,2,1,3,317,320,0.94
7257,January,2022,Lake,IL,Passenger,3,0,3,149,152,1.97
7258,January,2022,Prince George's,MD,Passenger,2,1,3,138,141,2.13
7259,January,2022,Sevier,AR,Passenger,0,1,1,0,1,100.0
7260,January,2022,Skamania,WA,Truck,0,0,0,3990,3990,0.0
7261,January,2022,Wilson,TX,Passenger,0,1,1,2,3,33.33
7262,January,2022,Bell,TX,Passenger,1,0,1,337,338,0.3
7263,January,2022,St. Mary's,MD,Passenger,1,0,1,200,201,0.5
7264,January,2022,Whitman,WA,Passenger,69,58,127,21971,22098,0.57
7265,January,2022,Hamilton,IN,Passenger,2,0,2,21,23,8.7
7266,January,2022,Greene,MO,Passenger,0,1,1,24,25,4.0
7267,January,2022,Klickitat,WA,Truck,0,0,0,8335,8335,0.0
7268,January,2022,Lane,OR,Passenger,0,1,1,104,105,0.95
7269,January,2022,Sarasota,FL,Passenger,2,0,2,28,30,6.67
7270,January,2023,St. Mary's,MD,Passenger,1,0,1,169,170,0.59
7271,January,2023,Chelan,WA,Truck,15,0,15,23105,23120,0.06
7272,January,2023,Hawaii,HI,Passenger,1,0,1,25,26,3.85
7273,January,2023,Randolph,NC,Passenger,1,0,1,4,5,20.0
7274,January,2023,Sarasota,FL,Passenger,1,0,1,16,17,5.88
7275,January,2023,San Joaquin,CA,Passenger,1,0,1,74,75,1.33
7276,January,2023,Clark,WA,Passenger,5070,2078,7148,314583,321731,2.22
7277,January,2023,Island,WA,Passenger,955,401,1356,61553,62909,2.16
7278,January,2023,Harnett,NC,Passenger,2,0,2,129,131,1.53
7279,January,2023,Douglas,NE,Passenger,2,1,3,28,31,9.68
7280,January,2023,Hamilton,OH,Passenger,1,0,1,25,26,3.85
7281,January,2023,Rock Island,IL,Passenger,0,1,1,14,15,6.67
7282,January,2023,Williamson,TX,Passenger,0,2,2,58,60,3.33
7283,January,2023,Allegheny,PA,Passenger,1,0,1,48,49,2.04
7284,January,2023,Santa Clara,CA,Passenger,9,2,11,167,178,6.18
7285,January,2023,Berkeley,SC,Passenger,0,1,1,108,109,0.92
7286,January,2023,Kent,DE,Passenger,1,0,1,48,49,2.04
7287,January,2023,Richmond,GA,Passenger,0,1,1,58,59,1.69
7288,January,2023,Rockdale,GA,Passenger,1,0,1,6,7,14.29
7289,January,2023,Prince George's,MD,Passenger,3,1,4,110,114,3.51
7290,January,2023,Yellowstone,MT,Passenger,0,1,1,16,17,5.88
7291,January,2023,San Juan,WA,Truck,9,0,9,5904,5913,0.15
7292,January,2023,Skamania,WA,Passenger,93,53,146,8110,8256,1.77
7293,January,2023,Whatcom,WA,Truck,37,0,37,42986,43023,0.09
7294,January,2023,Danville,VA,Passenger,1,0,1,0,1,100.0
7295,January,2023,Harris,TX,Passenger,1,0,1,118,119,0.84
7296,January,2023,Whitman,WA,Passenger,120,70,190,22014,22204,0.86
7297,January,2023,Montgomery,PA,Passenger,1,0,1,17,18,5.56
7298,January,2023,Harrison,MS,Passenger,1,0,1,32,33,3.03
7299,January,2023,Okaloosa,FL,Passenger,0,1,1,89,90,1.11
7300,January,2023,St. Louis,MO,Passenger,1,0,1,51,52,1.92
7301,January,2023,Galveston,TX,Passenger,0,1,1,16,17,5.88
7302,January,2023,Bexar,TX,Passenger,4,3,7,365,372,1.88
7303,January,2023,Grays Harbor,WA,Passenger,260,164,424,48595,49019,0.86
7304,January,2023,Cowlitz,WA,Truck,7,0,7,28344,28351,0.02
7305,January,2023,Arlington,VA,Passenger,1,0,1,104,105,0.95
7306,January,2023,Miami-Dade,FL,Passenger,1,0,1,61,62,1.61
7307,January,2023,Wahkiakum,WA,Truck,1,0,1,1794,1795,0.06
7308,January,2023,Ulster,NY,Passenger,1,0,1,4,5,20.0
7309,January,2023,Gwinnett,GA,Passenger,1,0,1,43,44,2.27
7310,January,2023,Chesapeake,VA,Passenger,2,3,5,286,291,1.72
7311,January,2023,King,WA,Truck,461,2,463,177951,178414,0.26
7312,January,2023,Honolulu,HI,Passenger,3,3,6,272,278,2.16
7313,January,2023,Elmore,ID,Passenger,1,0,1,11,12,8.33
7314,January,2023,Stevens,WA,Passenger,96,57,153,29986,30139,0.51
7315,January,2023,Frederick,MD,Passenger,1,0,1,55,56,1.79
7316,January,2023,Lewis,WA,Passenger,281,185,466,59747,60213,0.77
7317,January,2023,Broward,FL,Passenger,1,0,1,60,61,1.64
7318,January,2023,St. Clair,IL,Passenger,2,0,2,107,109,1.83
7319,January,2023,Asotin,WA,Passenger,30,20,50,12490,12540,0.4
7320,January,2023,Douglas,WA,Passenger,172,58,230,28592,28822,0.8
7321,January,2023,St. Tammany,LA,Passenger,1,0,1,29,30,3.33
7322,January,2023,Kittitas,WA,Truck,5,0,5,14551,14556,0.03
7323,January,2023,Camden,NJ,Passenger,0,1,1,12,13,7.69
7324,January,2023,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
7325,January,2023,Alexandria,VA,Passenger,3,1,4,91,95,4.21
7326,January,2023,Contra Costa,CA,Passenger,0,3,3,203,206,1.46
7327,January,2023,Collin,TX,Passenger,2,0,2,46,48,4.17
7328,January,2023,Jefferson,WA,Truck,6,0,6,9368,9374,0.06
7329,January,2023,Riverside,CA,Passenger,7,0,7,384,391,1.79
7330,January,2023,Sedgwick,KS,Passenger,1,1,2,62,64,3.12
7331,January,2023,Virginia Beach,VA,Passenger,2,0,2,448,450,0.44
7332,January,2023,Bartow,GA,Passenger,0,1,1,3,4,25.0
7333,January,2023,Thurston,WA,Truck,42,0,42,54598,54640,0.08
7334,January,2023,Louisa,VA,Passenger,0,1,1,1,2,50.0
7335,January,2023,Fairbanks North Star,AK,Passenger,0,1,1,57,58,1.72
7336,January,2023,Adams,WA,Passenger,22,11,33,13010,13043,0.25
7337,January,2023,Los Angeles,CA,Passenger,4,5,9,635,644,1.4
7338,January,2023,Skagit,WA,Passenger,958,364,1322,89336,90658,1.46
7339,January,2023,Platte,MO,Passenger,1,0,1,18,19,5.26
7340,January,2023,Adams,CO,Passenger,1,0,1,32,33,3.03
7341,January,2023,Grant,WA,Truck,5,0,5,28035,28040,0.02
7342,January,2023,Richmond,NY,Passenger,1,0,1,6,7,14.29
7343,January,2023,Saratoga,NY,Passenger,1,1,2,34,36,5.56
7344,January,2023,Ferry,WA,Truck,0,0,0,3552,3552,0.0
7345,January,2023,Larimer,CO,Passenger,1,0,1,39,40,2.5
7346,January,2023,Nassau,NY,Passenger,1,0,1,21,22,4.55
7347,January,2023,Lee,FL,Passenger,1,0,1,24,25,4.0
7348,January,2023,Santa Barbara,CA,Passenger,1,0,1,65,66,1.52
7349,January,2023,Chelan,WA,Passenger,556,147,703,54338,55041,1.28
7350,January,2023,Douglas,WA,Truck,5,0,5,12874,12879,0.04
7351,January,2023,Klickitat,WA,Truck,4,0,4,8231,8235,0.05
7352,January,2023,Marin,CA,Passenger,0,1,1,29,30,3.33
7353,January,2023,Hoke,NC,Passenger,1,0,1,58,59,1.69
7354,January,2023,Island,WA,Truck,20,0,20,21176,21196,0.09
7355,January,2023,Clark,WA,Truck,62,0,62,81807,81869,0.08
7356,January,2023,San Bernardino,CA,Passenger,2,1,3,276,279,1.08
7357,January,2023,Essex,NJ,Passenger,2,0,2,7,9,22.22
7358,January,2023,Ray,MO,Passenger,0,1,1,0,1,100.0
7359,January,2023,Boulder,CO,Passenger,1,0,1,27,28,3.57
7360,January,2023,Geary,KS,Passenger,1,0,1,73,74,1.35
7361,January,2023,Pacific,WA,Passenger,72,81,153,15730,15883,0.96
7362,January,2023,Walla Walla,WA,Passenger,203,107,310,35733,36043,0.86
7363,January,2023,Bell,TX,Passenger,1,0,1,263,264,0.38
7364,January,2023,Lake,IL,Passenger,1,0,1,115,116,0.86
7365,January,2023,Norfolk,VA,Passenger,3,3,6,265,271,2.21
7366,January,2023,District of Columbia,DC,Passenger,4,0,4,152,156,2.56
7367,January,2023,Las Animas,CO,Passenger,1,0,1,0,1,100.0
7368,January,2023,DeKalb,GA,Passenger,1,0,1,39,40,2.5
7369,January,2023,Clark,NV,Passenger,4,2,6,405,411,1.46
7370,January,2023,Salt Lake,UT,Passenger,0,1,1,100,101,0.99
7371,January,2023,Oldham,KY,Passenger,0,1,1,4,5,20.0
7372,January,2023,Kitsap,WA,Passenger,2835,1163,3998,177157,181155,2.21
7373,January,2023,Montgomery,MD,Passenger,3,3,6,172,178,3.37
7374,January,2023,Hillsborough,FL,Passenger,0,1,1,103,104,0.96
7375,January,2023,Yakima,WA,Passenger,435,228,663,166438,167101,0.4
7376,January,2023,Lake,FL,Passenger,1,0,1,15,16,6.25
7377,January,2023,Cumberland,NC,Passenger,1,2,3,306,309,0.97
7378,January,2023,Garfield,WA,Passenger,1,3,4,1319,1323,0.3
7379,January,2023,Coryell,TX,Passenger,1,0,1,79,80,1.25
7380,January,2023,Yavapai,AZ,Passenger,1,0,1,22,23,4.35
7381,January,2023,Snohomish,WA,Truck,113,0,113,122400,122513,0.09
7382,January,2023,Wichita,TX,Passenger,2,0,2,34,36,5.56
7383,January,2023,Burlington,NJ,Passenger,0,2,2,93,95,2.11
7384,January,2023,Leavenworth,KS,Passenger,0,1,1,92,93,1.08
7385,January,2023,Kauai,HI,Passenger,1,1,2,13,15,13.33
7386,January,2023,Houston,GA,Passenger,1,0,1,24,25,4.0
7387,January,2023,Lincoln,WA,Truck,0,0,0,4853,4853,0.0
7388,January,2023,Santa Cruz,CA,Passenger,1,0,1,13,14,7.14
7389,January,2023,Lee,AL,Passenger,1,0,1,11,12,8.33
7390,January,2023,Sumter,SC,Passenger,0,1,1,31,32,3.12
