,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity,State_Names
9993,June,2021,San Francisco,CA,Passenger,0,1,1,85,86,1.16,Nearest,California
9994,June,2021,Albemarle,VA,Passenger,1,0,1,19,20,5.0,Furthest,Virginia
9996,June,2021,Howard,MD,Passenger,0,1,1,59,60,1.67,Furthest,Maryland
9997,June,2021,Boone,MO,Passenger,0,1,1,9,10,10.0,Furthest,Missouri
9998,June,2021,Hidalgo,TX,Passenger,0,1,1,56,57,1.75,Mid-Distance,Texas
9999,June,2021,Santa Clara,CA,Passenger,8,2,10,245,255,3.92,Nearest,California
10002,June,2021,Prince George's,MD,Passenger,2,1,3,139,142,2.11,Furthest,Maryland
10004,June,2021,Orange,FL,Passenger,1,0,1,111,112,0.89,Furthest,Florida
10006,June,2021,Anchorage,AK,Passenger,1,0,1,133,134,0.75,Nearest,Alaska
10007,June,2021,Montgomery,OH,Passenger,0,1,1,56,57,1.75,Furthest,Ohio
10008,June,2021,Kern,CA,Passenger,0,1,1,211,212,0.47,Nearest,California
10010,June,2021,Wilson,NC,Passenger,1,0,1,0,1,100.0,Furthest,North Carolina
10012,June,2021,Dakota,MN,Passenger,0,1,1,25,26,3.85,Mid-Distance,Minnesota
10013,June,2021,Cumberland,NC,Passenger,0,2,2,420,422,0.47,Furthest,North Carolina
10014,June,2021,Salt Lake,UT,Passenger,0,1,1,167,168,0.6,Nearest,Utah
10015,June,2021,Bartow,GA,Passenger,0,1,1,3,4,25.0,Furthest,Georgia
10016,June,2021,Riverside,CA,Passenger,5,1,6,544,550,1.09,Nearest,California
10017,June,2021,Shelby,OH,Passenger,0,1,1,1,2,50.0,Furthest,Ohio
10019,June,2021,Ray,MO,Passenger,0,1,1,1,2,50.0,Furthest,Missouri
10021,June,2021,Missoula,MT,Passenger,1,0,1,60,61,1.64,Nearest,Montana
10022,June,2021,Danville,VA,Passenger,1,0,1,0,1,100.0,Furthest,Virginia
10023,June,2021,Boulder,CO,Passenger,0,1,1,44,45,2.22,Mid-Distance,Colorado
10024,June,2021,Flathead,MT,Passenger,1,0,1,43,44,2.27,Nearest,Montana
10025,June,2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.0,Mid-Distance,Puerto Rico
10027,June,2021,Randolph,NC,Passenger,1,0,1,7,8,12.5,Furthest,North Carolina
10028,June,2021,Ulster,NY,Passenger,1,0,1,8,9,11.11,Furthest,New York
10029,June,2021,Harris,TX,Passenger,1,1,2,194,196,1.02,Mid-Distance,Texas
10030,June,2021,Richmond,GA,Passenger,0,1,1,77,78,1.28,Furthest,Georgia
10031,June,2021,Loudoun,VA,Passenger,1,0,1,74,75,1.33,Furthest,Virginia
10032,June,2021,Milwaukee,WI,Passenger,1,0,1,38,39,2.56,Mid-Distance,Wisconsin
10033,June,2021,Nueces,TX,Passenger,1,0,1,73,74,1.35,Mid-Distance,Texas
10034,June,2021,El Paso,TX,Passenger,3,0,3,374,377,0.8,Mid-Distance,Texas
10036,June,2021,Wilson,TX,Passenger,0,1,1,3,4,25.0,Mid-Distance,Texas
10039,June,2021,Contra Costa,CA,Passenger,2,3,5,261,266,1.88,Nearest,California
10040,June,2021,Queens,NY,Passenger,2,0,2,49,51,3.92,Furthest,New York
10043,June,2021,Hamilton,IN,Passenger,2,0,2,32,34,5.88,Furthest,Indiana
10044,June,2021,Harrison,MS,Passenger,2,0,2,51,53,3.77,Mid-Distance,Mississippi
10046,June,2021,Jones,GA,Passenger,1,0,1,1,2,50.0,Furthest,Georgia
10049,June,2021,DuPage,IL,Passenger,1,0,1,50,51,1.96,Mid-Distance,Illinois
10051,June,2021,Honolulu,HI,Passenger,5,2,7,392,399,1.75,Nearest,Hawaii
10054,June,2021,Placer,CA,Passenger,2,0,2,77,79,2.53,Nearest,California
10055,June,2021,Los Angeles,CA,Passenger,10,11,21,878,899,2.34,Nearest,California
10056,June,2021,Montgomery,MD,Passenger,3,1,4,218,222,1.8,Furthest,Maryland
10058,June,2021,Richmond,NY,Passenger,1,0,1,9,10,10.0,Furthest,New York
10060,June,2021,Denver,CO,Passenger,1,0,1,118,119,0.84,Mid-Distance,Colorado
10061,June,2021,Chesapeake,VA,Passenger,0,4,4,389,393,1.02,Furthest,Virginia
10062,June,2021,Dallas,TX,Passenger,1,0,1,158,159,0.63,Mid-Distance,Texas
10064,June,2021,El Paso,CO,Passenger,3,0,3,669,672,0.45,Mid-Distance,Colorado
10065,June,2021,Middlesex,MA,Passenger,1,1,2,93,95,2.11,Furthest,Massachusetts
10066,June,2021,Manassas,VA,Passenger,0,1,1,7,8,12.5,Furthest,Virginia
10067,June,2021,Greene,MO,Passenger,0,1,1,29,30,3.33,Furthest,Missouri
10068,June,2021,Kings,CA,Passenger,1,0,1,319,320,0.31,Nearest,California
10069,June,2021,Kings,NY,Passenger,1,0,1,67,68,1.47,Furthest,New York
10070,June,2021,Sedgwick,KS,Passenger,1,1,2,83,85,2.35,Mid-Distance,Kansas
10073,June,2021,New York,NY,Passenger,1,0,1,44,45,2.22,Furthest,New York
10077,June,2021,Suffolk,MA,Passenger,0,2,2,30,32,6.25,Furthest,Massachusetts
10078,June,2021,Calvert,MD,Passenger,0,2,2,90,92,2.17,Furthest,Maryland
10081,June,2021,Broward,FL,Passenger,2,0,2,107,109,1.83,Furthest,Florida
10083,June,2021,Clackamas,OR,Passenger,2,0,2,170,172,1.16,Nearest,Oregon
10084,June,2021,St. Mary's,MD,Passenger,1,0,1,205,206,0.49,Furthest,Maryland
10085,June,2021,Washington,OR,Passenger,1,0,1,383,384,0.26,Nearest,Oregon
10087,June,2021,Douglas,CO,Passenger,0,1,1,75,76,1.32,Mid-Distance,Colorado
10088,June,2021,Houston,GA,Passenger,1,0,1,47,48,2.08,Furthest,Georgia
10089,June,2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.7,Mid-Distance,Texas
10090,June,2021,Monterey,CA,Passenger,0,1,1,147,148,0.68,Nearest,California
10091,June,2021,Nassau,NY,Passenger,2,0,2,26,28,7.14,Furthest,New York
10094,June,2021,Alameda,CA,Passenger,3,0,3,236,239,1.26,Nearest,California
10095,June,2021,Platte,MO,Passenger,1,0,1,17,18,5.56,Furthest,Missouri
10097,June,2021,Hillsborough,FL,Passenger,0,1,1,146,147,0.68,Furthest,Florida
10098,June,2021,Jefferson,NY,Passenger,0,1,1,214,215,0.47,Furthest,New York
10099,June,2021,Norfolk,VA,Passenger,2,3,5,316,321,1.56,Furthest,Virginia
10100,June,2021,Hudson,NJ,Passenger,1,0,1,42,43,2.33,Furthest,New Jersey
10102,June,2021,Kauai,HI,Passenger,1,0,1,17,18,5.56,Nearest,Hawaii
10103,June,2021,Lee,FL,Passenger,1,0,1,35,36,2.78,Furthest,Florida
10104,June,2021,Erie,NY,Passenger,1,0,1,37,38,2.63,Furthest,New York
10105,June,2021,Vigo,IN,Passenger,1,0,1,5,6,16.67,Furthest,Indiana
10107,June,2021,Richland,SC,Passenger,0,1,1,134,135,0.74,Furthest,South Carolina
10108,June,2021,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest,Kentucky
10109,June,2021,Larimer,CO,Passenger,1,0,1,50,51,1.96,Mid-Distance,Colorado
10111,June,2021,Penobscot,ME,Passenger,0,1,1,8,9,11.11,Furthest,Maine
10113,June,2021,Pinellas,FL,Passenger,0,1,1,93,94,1.06,Furthest,Florida
10114,June,2021,Harnett,NC,Passenger,1,1,2,167,169,1.18,Furthest,North Carolina
10115,June,2021,Goochland,VA,Passenger,4,2,6,217,223,2.69,Furthest,Virginia
10116,June,2021,Champaign,IL,Passenger,1,0,1,11,12,8.33,Mid-Distance,Illinois
10117,June,2021,Collin,TX,Passenger,1,1,2,109,111,1.8,Mid-Distance,Texas
10118,June,2021,Prince William,VA,Passenger,1,1,2,210,212,0.94,Furthest,Virginia
10120,June,2021,Howard,IN,Passenger,0,1,1,5,6,16.67,Furthest,Indiana
10121,June,2021,Rogers,OK,Passenger,1,0,1,3,4,25.0,Mid-Distance,Oklahoma
10122,June,2021,Stafford,VA,Passenger,2,1,3,99,102,2.94,Furthest,Virginia
10125,June,2021,Wichita,TX,Passenger,1,0,1,40,41,2.44,Mid-Distance,Texas
10126,June,2021,Sarasota,FL,Passenger,2,0,2,28,30,6.67,Furthest,Florida
10127,June,2021,Maui,HI,Passenger,1,0,1,26,27,3.7,Nearest,Hawaii
10128,June,2021,Rockingham,NH,Passenger,1,0,1,21,22,4.55,Furthest,New Hampshire
10130,June,2021,Lane,OR,Passenger,0,1,1,125,126,0.79,Nearest,Oregon
10131,June,2021,Williamson,TX,Passenger,0,2,2,105,107,1.87,Mid-Distance,Texas
10132,June,2021,Fresno,CA,Passenger,1,0,1,168,169,0.59,Nearest,California
10133,June,2021,Owyhee,ID,Passenger,1,0,1,3,4,25.0,Nearest,Idaho
10134,June,2021,Powhatan,VA,Passenger,1,0,1,1,2,50.0,Furthest,Virginia
10136,June,2021,Sumter,SC,Passenger,0,1,1,39,40,2.5,Furthest,South Carolina
10137,June,2021,Saginaw,MI,Passenger,1,0,1,6,7,14.29,Furthest,Michigan
10138,June,2021,Yamhill,OR,Passenger,1,0,1,35,36,2.78,Nearest,Oregon
10140,June,2021,Travis,TX,Passenger,3,3,6,156,162,3.7,Mid-Distance,Texas
10141,June,2021,Clark,NV,Passenger,4,2,6,614,620,0.97,Nearest,Nevada
10142,June,2021,Juneau,AK,Passenger,0,1,1,26,27,3.7,Nearest,Alaska
10143,June,2021,Lake,IL,Passenger,2,0,2,157,159,1.26,Mid-Distance,Illinois
10144,June,2021,Moore,NC,Passenger,0,1,1,129,130,0.77,Furthest,North Carolina
10146,June,2021,Frederick,MD,Passenger,1,1,2,67,69,2.9,Furthest,Maryland
10147,June,2021,Okaloosa,FL,Passenger,0,1,1,115,116,0.86,Furthest,Florida
10149,June,2021,Spartanburg,SC,Passenger,0,1,1,50,51,1.96,Furthest,South Carolina
10150,June,2021,Montgomery,TX,Passenger,1,1,2,39,41,4.88,Mid-Distance,Texas
10151,June,2021,Allegheny,PA,Passenger,1,1,2,62,64,3.12,Furthest,Pennsylvania
10152,June,2021,Orange,CA,Passenger,4,3,7,416,423,1.65,Nearest,California
10153,June,2021,San Joaquin,CA,Passenger,1,0,1,106,107,0.93,Nearest,California
10154,June,2021,Bexar,TX,Passenger,3,4,7,524,531,1.32,Mid-Distance,Texas
10155,June,2021,New London,CT,Passenger,1,2,3,221,224,1.34,Furthest,Connecticut
10158,June,2021,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest,New Hampshire
10159,June,2021,Alexandria,VA,Passenger,2,0,2,123,125,1.6,Furthest,Virginia
10161,June,2021,Camden,NJ,Passenger,0,1,1,15,16,6.25,Furthest,New Jersey
10162,June,2021,Sumter,FL,Passenger,0,1,1,8,9,11.11,Furthest,Florida
10163,June,2021,New Haven,CT,Passenger,0,2,2,28,30,6.67,Furthest,Connecticut
10164,June,2021,Polk,FL,Passenger,1,0,1,54,55,1.82,Furthest,Florida
10165,June,2021,Lake,FL,Passenger,1,0,1,22,23,4.35,Furthest,Florida
10166,June,2021,El Dorado,CA,Passenger,1,0,1,31,32,3.12,Nearest,California
10169,June,2021,Hennepin,MN,Passenger,3,0,3,75,78,3.85,Mid-Distance,Minnesota
10170,June,2021,Pennington,SD,Passenger,1,0,1,30,31,3.23,Mid-Distance,South Dakota
10174,June,2021,Washington,MD,Passenger,1,0,1,13,14,7.14,Furthest,Maryland
10175,June,2021,Burlington,NJ,Passenger,0,1,1,129,130,0.77,Furthest,New Jersey
10176,June,2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88,Mid-Distance,Louisiana
10177,June,2021,Suffolk,VA,Passenger,1,0,1,125,126,0.79,Furthest,Virginia
10178,June,2021,San Diego,CA,Passenger,16,6,22,2559,2581,0.85,Nearest,California
10179,June,2021,Leavenworth,KS,Passenger,0,1,1,116,117,0.85,Mid-Distance,Kansas
10180,June,2021,Sevier,AR,Passenger,0,1,1,0,1,100.0,Mid-Distance,Arkansas
10181,June,2021,Multnomah,OR,Passenger,2,5,7,639,646,1.08,Nearest,Oregon
10182,June,2021,St. Louis,MO,Passenger,1,0,1,81,82,1.22,Furthest,Missouri
10183,June,2021,DeKalb,GA,Passenger,1,0,1,58,59,1.69,Furthest,Georgia
10184,June,2021,Louisa,VA,Passenger,0,1,1,1,2,50.0,Furthest,Virginia
10185,June,2021,Maricopa,AZ,Passenger,6,3,9,1153,1162,0.77,Nearest,Arizona
10187,June,2021,Allen,IN,Passenger,1,0,1,15,16,6.25,Furthest,Indiana
10188,June,2021,Hampshire,MA,Passenger,1,0,1,5,6,16.67,Furthest,Massachusetts
10189,June,2021,Hawaii,HI,Passenger,1,0,1,46,47,2.13,Nearest,Hawaii
10191,June,2021,Arapahoe,CO,Passenger,1,0,1,110,111,0.9,Mid-Distance,Colorado
10192,June,2021,Portsmouth,VA,Passenger,0,1,1,76,77,1.3,Furthest,Virginia
10194,June,2021,Virginia Beach,VA,Passenger,3,0,3,614,617,0.49,Furthest,Virginia
10195,June,2021,Santa Cruz,CA,Passenger,1,0,1,25,26,3.85,Nearest,California
10196,June,2021,Fairfax,VA,Passenger,4,4,8,684,692,1.16,Furthest,Virginia
10197,June,2021,Morris,NJ,Passenger,1,0,1,15,16,6.25,Furthest,New Jersey
10199,June,2021,Anne Arundel,MD,Passenger,4,2,6,388,394,1.52,Furthest,Maryland
10200,June,2021,St. Clair,IL,Passenger,2,0,2,135,137,1.46,Mid-Distance,Illinois
10201,June,2021,Klamath,OR,Passenger,1,0,1,29,30,3.33,Nearest,Oregon
10202,June,2022,San Joaquin,CA,Passenger,1,1,2,85,87,2.3,Nearest,California
10203,June,2022,Broward,FL,Passenger,1,0,1,74,75,1.33,Furthest,Florida
10204,June,2022,Boulder,CO,Passenger,1,0,1,33,34,2.94,Mid-Distance,Colorado
10206,June,2022,Fairfax,VA,Passenger,6,3,9,597,606,1.49,Furthest,Virginia
10207,June,2022,Middlesex,MA,Passenger,2,1,3,73,76,3.95,Furthest,Massachusetts
10208,June,2022,Albemarle,VA,Passenger,1,0,1,16,17,5.88,Furthest,Virginia
10209,June,2022,San Mateo,CA,Passenger,2,0,2,78,80,2.5,Nearest,California
10210,June,2022,Montgomery,AL,Passenger,0,1,1,33,34,2.94,Furthest,Alabama
10211,June,2022,Cumberland,NC,Passenger,1,2,3,351,354,0.85,Furthest,North Carolina
10212,June,2022,Hudson,NJ,Passenger,2,0,2,34,36,5.56,Furthest,New Jersey
10213,June,2022,Lane,OR,Passenger,0,1,1,88,89,1.12,Nearest,Oregon
10214,June,2022,Sonoma,CA,Passenger,0,1,1,74,75,1.33,Nearest,California
10215,June,2022,Howard,IN,Passenger,0,1,1,4,5,20.0,Furthest,Indiana
10216,June,2022,Denton,TX,Passenger,1,0,1,62,63,1.59,Mid-Distance,Texas
10219,June,2022,Los Angeles,CA,Passenger,8,8,16,745,761,2.1,Nearest,California
10220,June,2022,Lee,FL,Passenger,1,0,1,29,30,3.33,Furthest,Florida
10221,June,2022,Collin,TX,Passenger,2,0,2,79,81,2.47,Mid-Distance,Texas
10222,June,2022,Essex,NJ,Passenger,2,0,2,9,11,18.18,Furthest,New Jersey
10225,June,2022,Howard,MD,Passenger,0,1,1,54,55,1.82,Furthest,Maryland
10226,June,2022,El Paso,CO,Passenger,3,1,4,588,592,0.68,Mid-Distance,Colorado
10228,June,2022,Pima,AZ,Passenger,1,0,1,216,217,0.46,Nearest,Arizona
10229,June,2022,Arlington,VA,Passenger,1,0,1,123,124,0.81,Furthest,Virginia
10230,June,2022,San Diego,CA,Passenger,15,11,26,2238,2264,1.15,Nearest,California
10231,June,2022,Dorchester,SC,Passenger,1,0,1,53,54,1.85,Furthest,South Carolina
10234,June,2022,Kauai,HI,Passenger,1,0,1,15,16,6.25,Nearest,Hawaii
10235,June,2022,Washington,MD,Passenger,2,0,2,15,17,11.76,Furthest,Maryland
10238,June,2022,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest,Kentucky
10239,June,2022,Allegheny,PA,Passenger,1,1,2,51,53,3.77,Furthest,Pennsylvania
10241,June,2022,Lake,IL,Passenger,2,0,2,134,136,1.47,Mid-Distance,Illinois
10245,June,2022,Kern,CA,Passenger,0,1,1,186,187,0.53,Nearest,California
10247,June,2022,Monterey,CA,Passenger,1,1,2,126,128,1.56,Nearest,California
10248,June,2022,Bell,TX,Passenger,1,0,1,307,308,0.32,Mid-Distance,Texas
10250,June,2022,Rogers,OK,Passenger,1,0,1,1,2,50.0,Mid-Distance,Oklahoma
10252,June,2022,Fairbanks North Star,AK,Passenger,0,1,1,72,73,1.37,Nearest,Alaska
10255,June,2022,Clark,NV,Passenger,4,2,6,502,508,1.18,Nearest,Nevada
10256,June,2022,Camden,NJ,Passenger,0,1,1,13,14,7.14,Furthest,New Jersey
10258,June,2022,St. Tammany,LA,Passenger,1,0,1,33,34,2.94,Mid-Distance,Louisiana
10259,June,2022,Cook,IL,Passenger,2,0,2,182,184,1.09,Mid-Distance,Illinois
10260,June,2022,Pennington,SD,Passenger,2,0,2,26,28,7.14,Mid-Distance,South Dakota
10261,June,2022,Sacramento,CA,Passenger,3,0,3,187,190,1.58,Nearest,California
10262,June,2022,Riverside,CA,Passenger,8,1,9,449,458,1.97,Nearest,California
10264,June,2022,Douglas,CO,Passenger,0,1,1,70,71,1.41,Mid-Distance,Colorado
10265,June,2022,Carson City,NV,Passenger,1,0,1,7,8,12.5,Nearest,Nevada
10268,June,2022,Duval,FL,Passenger,1,2,3,267,270,1.11,Furthest,Florida
10269,June,2022,San Luis Obispo,CA,Passenger,1,0,1,53,54,1.85,Nearest,California
10270,June,2022,Hillsborough,FL,Passenger,0,1,1,119,120,0.83,Furthest,Florida
10271,June,2022,Danville,VA,Passenger,1,0,1,0,1,100.0,Furthest,Virginia
10272,June,2022,Prince George's,MD,Passenger,3,1,4,118,122,3.28,Furthest,Maryland
10273,June,2022,Maricopa,AZ,Passenger,7,2,9,873,882,1.02,Nearest,Arizona
10274,June,2022,Harrison,MS,Passenger,1,0,1,42,43,2.33,Mid-Distance,Mississippi
10275,June,2022,Gwinnett,GA,Passenger,1,0,1,47,48,2.08,Furthest,Georgia
10276,June,2022,Geary,KS,Passenger,1,0,1,83,84,1.19,Mid-Distance,Kansas
10281,June,2022,Lincoln,OR,Passenger,0,1,1,26,27,3.7,Nearest,Oregon
10282,June,2022,Las Animas,CO,Passenger,1,0,1,1,2,50.0,Mid-Distance,Colorado
10284,June,2022,Loudoun,VA,Passenger,2,1,3,64,67,4.48,Furthest,Virginia
10285,June,2022,Placer,CA,Passenger,2,0,2,65,67,2.99,Nearest,California
10288,June,2022,Platte,MO,Passenger,1,0,1,21,22,4.55,Furthest,Missouri
10289,June,2022,San Bernardino,CA,Passenger,1,1,2,320,322,0.62,Nearest,California
10291,June,2022,Douglas,NE,Passenger,1,2,3,39,42,7.14,Mid-Distance,Nebraska
10292,June,2022,Pinellas,FL,Passenger,0,1,1,71,72,1.39,Furthest,Florida
10293,June,2022,Leavenworth,KS,Passenger,0,1,1,102,103,0.97,Mid-Distance,Kansas
10296,June,2022,Rock Island,IL,Passenger,0,1,1,14,15,6.67,Mid-Distance,Illinois
10297,June,2022,New Haven,CT,Passenger,0,2,2,27,29,6.9,Furthest,Connecticut
10298,June,2022,Stafford,VA,Passenger,2,1,3,87,90,3.33,Furthest,Virginia
10299,June,2022,Yellowstone,MT,Passenger,0,1,1,22,23,4.35,Nearest,Montana
10300,June,2022,Coryell,TX,Passenger,1,0,1,97,98,1.02,Mid-Distance,Texas
10301,June,2022,Galveston,TX,Passenger,0,1,1,18,19,5.26,Mid-Distance,Texas
10302,June,2022,Burlington,NJ,Passenger,0,2,2,108,110,1.82,Furthest,New Jersey
10303,June,2022,Nueces,TX,Passenger,1,1,2,52,54,3.7,Mid-Distance,Texas
10305,June,2022,Orange,FL,Passenger,1,0,1,87,88,1.14,Furthest,Florida
10306,June,2022,Santa Clara,CA,Passenger,10,2,12,216,228,5.26,Nearest,California
10307,June,2022,Montgomery,TX,Passenger,1,0,1,28,29,3.45,Mid-Distance,Texas
10309,June,2022,Queens,NY,Passenger,1,0,1,38,39,2.56,Furthest,New York
10310,June,2022,Boone,MO,Passenger,0,1,1,8,9,11.11,Furthest,Missouri
10311,June,2022,Berkeley,SC,Passenger,0,1,1,117,118,0.85,Furthest,South Carolina
10312,June,2022,Richmond,NY,Passenger,1,0,1,6,7,14.29,Furthest,New York
10313,June,2022,Okaloosa,FL,Passenger,0,1,1,98,99,1.01,Furthest,Florida
10314,June,2022,Cape May,NJ,Passenger,0,1,1,7,8,12.5,Furthest,New Jersey
10315,June,2022,Harris,TX,Passenger,1,0,1,136,137,0.73,Mid-Distance,Texas
10316,June,2022,Alexandria,VA,Passenger,3,0,3,108,111,2.7,Furthest,Virginia
10317,June,2022,Jefferson,NY,Passenger,0,1,1,201,202,0.5,Furthest,New York
10318,June,2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11,Mid-Distance,Louisiana
10319,June,2022,Allen,IN,Passenger,1,0,1,13,14,7.14,Furthest,Indiana
10321,June,2022,Williams,ND,Passenger,0,1,1,6,7,14.29,Mid-Distance,North Dakota
10322,June,2022,New London,CT,Passenger,2,5,7,183,190,3.68,Furthest,Connecticut
10323,June,2022,Sumter,SC,Passenger,0,1,1,32,33,3.03,Furthest,South Carolina
10324,June,2022,Sarasota,FL,Passenger,2,0,2,23,25,8.0,Furthest,Florida
10327,June,2022,DuPage,IL,Passenger,1,0,1,45,46,2.17,Mid-Distance,Illinois
10331,June,2022,Charles,MD,Passenger,1,1,2,55,57,3.51,Furthest,Maryland
10332,June,2022,Penobscot,ME,Passenger,0,1,1,7,8,12.5,Furthest,Maine
10334,June,2022,Montgomery,PA,Passenger,2,0,2,21,23,8.7,Furthest,Pennsylvania
10336,June,2022,Moore,NC,Passenger,0,1,1,113,114,0.88,Furthest,North Carolina
10337,June,2022,Salt Lake,UT,Passenger,1,1,2,123,125,1.6,Nearest,Utah
10338,June,2022,St. Louis,MO,Passenger,1,0,1,61,62,1.61,Furthest,Missouri
10340,June,2022,Spartanburg,SC,Passenger,0,1,1,38,39,2.56,Furthest,South Carolina
10342,June,2022,Sarpy,NE,Passenger,1,0,1,52,53,1.89,Mid-Distance,Nebraska
10344,June,2022,Calvert,MD,Passenger,0,2,2,76,78,2.56,Furthest,Maryland
10345,June,2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33,Nearest,Idaho
10346,June,2022,Charleston,SC,Passenger,2,2,4,59,63,6.35,Furthest,South Carolina
10348,June,2022,Hennepin,MN,Passenger,1,0,1,46,47,2.13,Mid-Distance,Minnesota
10349,June,2022,El Paso,TX,Passenger,2,0,2,324,326,0.61,Mid-Distance,Texas
10351,June,2022,Montgomery,MD,Passenger,4,2,6,195,201,2.99,Furthest,Maryland
10352,June,2022,Bexar,TX,Passenger,4,3,7,429,436,1.61,Mid-Distance,Texas
10356,June,2022,Wichita,TX,Passenger,1,0,1,38,39,2.56,Mid-Distance,Texas
10357,June,2022,Contra Costa,CA,Passenger,0,4,4,241,245,1.63,Nearest,California
10358,June,2022,Lake,FL,Passenger,1,0,1,18,19,5.26,Furthest,Florida
10359,June,2022,Ulster,NY,Passenger,1,0,1,9,10,10.0,Furthest,New York
10361,June,2022,Hamilton,OH,Passenger,1,0,1,27,28,3.57,Furthest,Ohio
10362,June,2022,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest,New Hampshire
10365,June,2022,Tarrant,TX,Passenger,1,0,1,107,108,0.93,Mid-Distance,Texas
10367,June,2022,Travis,TX,Passenger,1,0,1,104,105,0.95,Mid-Distance,Texas
10370,June,2022,Elmore,ID,Passenger,1,0,1,12,13,7.69,Nearest,Idaho
10373,June,2022,Bartow,GA,Passenger,0,1,1,3,4,25.0,Furthest,Georgia
10374,June,2022,Suffolk,VA,Passenger,1,0,1,121,122,0.82,Furthest,Virginia
10375,June,2022,Randolph,NC,Passenger,1,0,1,5,6,16.67,Furthest,North Carolina
10376,June,2022,Saratoga,NY,Passenger,1,0,1,39,40,2.5,Furthest,New York
10377,June,2022,Richmond,GA,Passenger,0,1,1,63,64,1.56,Furthest,Georgia
10378,June,2022,Sheridan,WY,Passenger,1,0,1,6,7,14.29,Nearest,Wyoming
10379,June,2022,Goochland,VA,Passenger,2,2,4,114,118,3.39,Furthest,Virginia
10380,June,2022,Rockingham,NH,Passenger,1,0,1,14,15,6.67,Furthest,New Hampshire
10381,June,2022,Prince William,VA,Passenger,0,1,1,188,189,0.53,Furthest,Virginia
10382,June,2022,Escambia,FL,Passenger,0,1,1,126,127,0.79,Furthest,Florida
10385,June,2022,Louisa,VA,Passenger,0,1,1,1,2,50.0,Furthest,Virginia
10388,June,2022,Wilson,TX,Passenger,0,1,1,2,3,33.33,Mid-Distance,Texas
10389,June,2022,Carroll,MD,Passenger,0,1,1,15,16,6.25,Furthest,Maryland
10390,June,2022,Greene,MO,Passenger,0,1,1,20,21,4.76,Furthest,Missouri
10391,June,2022,Richland,SC,Passenger,0,1,1,123,124,0.81,Furthest,South Carolina
10392,June,2022,DeKalb,GA,Passenger,1,0,1,46,47,2.13,Furthest,Georgia
10393,June,2022,Sedgwick,KS,Passenger,1,1,2,74,76,2.63,Mid-Distance,Kansas
10394,June,2022,Orange,CA,Passenger,5,2,7,338,345,2.03,Nearest,California
10395,June,2022,Multnomah,OR,Passenger,0,3,3,520,523,0.57,Nearest,Oregon
10396,June,2022,Juneau,AK,Passenger,0,1,1,29,30,3.33,Nearest,Alaska
10397,June,2022,Adams,CO,Passenger,1,0,1,37,38,2.63,Mid-Distance,Colorado
10398,June,2022,Larimer,CO,Passenger,1,0,1,45,46,2.17,Mid-Distance,Colorado
10399,June,2022,Hamilton,IN,Passenger,1,0,1,20,21,4.76,Furthest,Indiana
10400,June,2022,Sevier,AR,Passenger,0,1,1,0,1,100.0,Mid-Distance,Arkansas
10401,June,2022,Philadelphia,PA,Passenger,1,0,1,33,34,2.94,Furthest,Pennsylvania
10402,June,2022,Clackamas,OR,Passenger,2,0,2,139,141,1.42,Nearest,Oregon
10403,June,2022,Honolulu,HI,Passenger,4,4,8,315,323,2.48,Nearest,Hawaii
10404,June,2022,Norfolk,VA,Passenger,2,3,5,283,288,1.74,Furthest,Virginia
10405,June,2022,Onslow,NC,Passenger,0,1,1,159,160,0.62,Furthest,North Carolina
10406,June,2022,Solano,CA,Passenger,1,0,1,157,158,0.63,Nearest,California
10407,June,2022,Anne Arundel,MD,Passenger,4,4,8,335,343,2.33,Furthest,Maryland
10408,June,2022,Kings,CA,Passenger,2,1,3,298,301,1.0,Nearest,California
10411,June,2022,Anchorage,AK,Passenger,1,0,1,116,117,0.85,Nearest,Alaska
10412,June,2022,Marin,CA,Passenger,0,1,1,29,30,3.33,Nearest,California
10413,June,2022,Hidalgo,TX,Passenger,0,1,1,56,57,1.75,Mid-Distance,Texas
10416,June,2022,District of Columbia,DC,Passenger,4,0,4,171,175,2.29,Furthest,District of Columbia
10417,June,2022,St. Clair,IL,Passenger,2,0,2,116,118,1.69,Mid-Distance,Illinois
10419,June,2022,Frederick,MD,Passenger,1,1,2,61,63,3.17,Furthest,Maryland
10420,June,2022,St. Mary's,MD,Passenger,1,0,1,191,192,0.52,Furthest,Maryland
10421,June,2022,Williamson,TX,Passenger,1,2,3,78,81,3.7,Mid-Distance,Texas
10422,June,2022,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35,Nearest,California
10423,June,2022,Portsmouth,VA,Passenger,0,1,1,75,76,1.32,Furthest,Virginia
