,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity,State_Names
16233,October,2021,Solano,CA,Passenger,1,0,1,177,178,0.56,Nearest,California
16234,October,2021,Calvert,MD,Passenger,0,2,2,83,85,2.35,Furthest,Maryland
16235,October,2021,Onslow,NC,Passenger,0,1,1,170,171,0.58,Furthest,North Carolina
16236,October,2021,Douglas,NE,Passenger,1,1,2,49,51,3.92,Mid-Distance,Nebraska
16237,October,2021,Williams,ND,Passenger,0,1,1,8,9,11.11,Mid-Distance,North Dakota
16240,October,2021,Clackamas,OR,Passenger,2,0,2,165,167,1.2,Nearest,Oregon
16241,October,2021,Kings,CA,Passenger,2,0,2,322,324,0.62,Nearest,California
16242,October,2021,Saginaw,MI,Passenger,1,0,1,5,6,16.67,Furthest,Michigan
16244,October,2021,Platte,MO,Passenger,1,0,1,17,18,5.56,Furthest,Missouri
16248,October,2021,Sevier,AR,Passenger,0,1,1,0,1,100.0,Mid-Distance,Arkansas
16249,October,2021,Moore,NC,Passenger,0,1,1,123,124,0.81,Furthest,North Carolina
16251,October,2021,San Joaquin,CA,Passenger,1,1,2,96,98,2.04,Nearest,California
16252,October,2021,Kern,CA,Passenger,0,1,1,196,197,0.51,Nearest,California
16253,October,2021,San Luis Obispo,CA,Passenger,1,0,1,58,59,1.69,Nearest,California
16254,October,2021,Suffolk,MA,Passenger,0,2,2,27,29,6.9,Furthest,Massachusetts
16255,October,2021,Anne Arundel,MD,Passenger,4,3,7,363,370,1.89,Furthest,Maryland
16256,October,2021,Alexandria,VA,Passenger,2,0,2,122,124,1.61,Furthest,Virginia
16259,October,2021,Montgomery,MD,Passenger,3,2,5,206,211,2.37,Furthest,Maryland
16261,October,2021,Bexar,TX,Passenger,3,5,8,489,497,1.61,Mid-Distance,Texas
16262,October,2021,Erie,NY,Passenger,1,0,1,31,32,3.12,Furthest,New York
16263,October,2021,Allegheny,PA,Passenger,1,1,2,60,62,3.23,Furthest,Pennsylvania
16264,October,2021,Loudoun,VA,Passenger,1,0,1,67,68,1.47,Furthest,Virginia
16265,October,2021,Frederick,MD,Passenger,1,1,2,69,71,2.82,Furthest,Maryland
16270,October,2021,New Haven,CT,Passenger,0,2,2,28,30,6.67,Furthest,Connecticut
16272,October,2021,Coryell,TX,Passenger,1,0,1,108,109,0.92,Mid-Distance,Texas
16273,October,2021,Randolph,NC,Passenger,1,0,1,5,6,16.67,Furthest,North Carolina
16274,October,2021,Hamilton,OH,Passenger,1,0,1,33,34,2.94,Furthest,Ohio
16275,October,2021,Los Angeles,CA,Passenger,7,9,16,833,849,1.88,Nearest,California
16277,October,2021,Kings,NY,Passenger,1,0,1,70,71,1.41,Furthest,New York
16279,October,2021,Collin,TX,Passenger,1,0,1,100,101,0.99,Mid-Distance,Texas
16281,October,2021,Flathead,MT,Passenger,1,0,1,43,44,2.27,Nearest,Montana
16282,October,2021,Pinellas,FL,Passenger,0,1,1,89,90,1.11,Furthest,Florida
16283,October,2021,Okaloosa,FL,Passenger,0,1,1,112,113,0.88,Furthest,Florida
16287,October,2021,Vigo,IN,Passenger,1,0,1,5,6,16.67,Furthest,Indiana
16290,October,2021,Dorchester,SC,Passenger,1,0,1,65,66,1.52,Furthest,South Carolina
16291,October,2021,San Francisco,CA,Passenger,0,1,1,81,82,1.22,Nearest,California
16292,October,2021,Nassau,NY,Passenger,2,0,2,25,27,7.41,Furthest,New York
16294,October,2021,El Paso,TX,Passenger,3,0,3,349,352,0.85,Mid-Distance,Texas
16296,October,2021,Albemarle,VA,Passenger,1,0,1,19,20,5.0,Furthest,Virginia
16297,October,2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33,Nearest,Idaho
16298,October,2021,Contra Costa,CA,Passenger,1,4,5,264,269,1.86,Nearest,California
16299,October,2021,Santa Clara,CA,Passenger,7,2,9,237,246,3.66,Nearest,California
16300,October,2021,Carroll,MD,Passenger,0,1,1,16,17,5.88,Furthest,Maryland
16301,October,2021,Washington,OR,Passenger,1,0,1,355,356,0.28,Nearest,Oregon
16302,October,2021,Allen,IN,Passenger,1,0,1,15,16,6.25,Furthest,Indiana
16304,October,2021,Alameda,CA,Passenger,4,0,4,212,216,1.85,Nearest,California
16305,October,2021,Klamath,OR,Passenger,1,0,1,28,29,3.45,Nearest,Oregon
16306,October,2021,Queens,NY,Passenger,1,0,1,44,45,2.22,Furthest,New York
16307,October,2021,Philadelphia,PA,Passenger,1,0,1,40,41,2.44,Furthest,Pennsylvania
16311,October,2021,Hennepin,MN,Passenger,3,0,3,69,72,4.17,Mid-Distance,Minnesota
16312,October,2021,Miami-Dade,FL,Passenger,1,0,1,94,95,1.05,Furthest,Florida
16313,October,2021,Louisa,VA,Passenger,0,1,1,1,2,50.0,Furthest,Virginia
16314,October,2021,Anchorage,AK,Passenger,1,0,1,130,131,0.76,Nearest,Alaska
16315,October,2021,Prince William,VA,Passenger,1,1,2,201,203,0.99,Furthest,Virginia
16316,October,2021,Boulder,CO,Passenger,1,1,2,37,39,5.13,Mid-Distance,Colorado
16317,October,2021,Polk,FL,Passenger,1,0,1,53,54,1.85,Furthest,Florida
16318,October,2021,Sarasota,FL,Passenger,2,0,2,30,32,6.25,Furthest,Florida
16319,October,2021,Essex,NJ,Passenger,2,0,2,10,12,16.67,Furthest,New Jersey
16320,October,2021,District of Columbia,DC,Passenger,5,0,5,193,198,2.53,Furthest,District of Columbia
16321,October,2021,Orange,CA,Passenger,5,2,7,389,396,1.77,Nearest,California
16324,October,2021,Howard,MD,Passenger,0,1,1,54,55,1.82,Furthest,Maryland
16325,October,2021,Camden,NJ,Passenger,0,1,1,14,15,6.67,Furthest,New Jersey
16326,October,2021,Pennington,SD,Passenger,1,0,1,30,31,3.23,Mid-Distance,South Dakota
16327,October,2021,Bartow,GA,Passenger,0,1,1,3,4,25.0,Furthest,Georgia
16330,October,2021,Bernalillo,NM,Passenger,1,0,1,111,112,0.89,Mid-Distance,New Mexico
16332,October,2021,Leavenworth,KS,Passenger,0,1,1,108,109,0.92,Mid-Distance,Kansas
16334,October,2021,Lane,OR,Passenger,0,1,1,114,115,0.87,Nearest,Oregon
16335,October,2021,Gwinnett,GA,Passenger,1,0,1,58,59,1.69,Furthest,Georgia
16336,October,2021,Wilson,NC,Passenger,1,0,1,0,1,100.0,Furthest,North Carolina
16337,October,2021,Kauai,HI,Passenger,1,0,1,17,18,5.56,Nearest,Hawaii
16338,October,2021,Travis,TX,Passenger,3,3,6,132,138,4.35,Mid-Distance,Texas
16339,October,2021,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest,Kentucky
16340,October,2021,Jefferson,NY,Passenger,0,1,1,206,207,0.48,Furthest,New York
16341,October,2021,Santa Cruz,CA,Passenger,1,0,1,25,26,3.85,Nearest,California
16343,October,2021,San Diego,CA,Passenger,16,8,24,2467,2491,0.96,Nearest,California
16344,October,2021,Virginia Beach,VA,Passenger,2,0,2,576,578,0.35,Furthest,Virginia
16345,October,2021,DuPage,IL,Passenger,1,0,1,50,51,1.96,Mid-Distance,Illinois
16346,October,2021,Norfolk,VA,Passenger,3,3,6,312,318,1.89,Furthest,Virginia
16347,October,2021,Ray,MO,Passenger,0,1,1,1,2,50.0,Furthest,Missouri
16349,October,2021,El Paso,CO,Passenger,3,0,3,655,658,0.46,Mid-Distance,Colorado
16350,October,2021,San Mateo,CA,Passenger,2,0,2,83,85,2.35,Nearest,California
16351,October,2021,Danville,VA,Passenger,1,0,1,0,1,100.0,Furthest,Virginia
16352,October,2021,Maricopa,AZ,Passenger,8,2,10,1080,1090,0.92,Nearest,Arizona
16353,October,2021,St. Louis,MO,Passenger,1,0,1,72,73,1.37,Furthest,Missouri
16354,October,2021,Lake,FL,Passenger,1,0,1,22,23,4.35,Furthest,Florida
16355,October,2021,Prince George's,MD,Passenger,2,1,3,138,141,2.13,Furthest,Maryland
16356,October,2021,Plaquemines,LA,Passenger,0,1,1,17,18,5.56,Mid-Distance,Louisiana
16357,October,2021,Dallas,TX,Passenger,1,0,1,144,145,0.69,Mid-Distance,Texas
16358,October,2022,Hamilton,OH,Passenger,1,0,1,28,29,3.45,Furthest,Ohio
16360,October,2022,Lane,OR,Passenger,0,1,1,75,76,1.32,Nearest,Oregon
16362,October,2022,Montgomery,AL,Passenger,0,1,1,29,30,3.33,Furthest,Alabama
16364,October,2022,Hudson,NJ,Passenger,2,0,2,30,32,6.25,Furthest,New Jersey
16365,October,2022,Santa Cruz,CA,Passenger,1,0,1,19,20,5.0,Nearest,California
16367,October,2022,Kern,CA,Passenger,1,1,2,186,188,1.06,Nearest,California
16368,October,2022,Collin,TX,Passenger,2,0,2,60,62,3.23,Mid-Distance,Texas
16370,October,2022,Middlesex,MA,Passenger,2,1,3,61,64,4.69,Furthest,Massachusetts
16371,October,2022,New Haven,CT,Passenger,0,2,2,24,26,7.69,Furthest,Connecticut
16372,October,2022,Geary,KS,Passenger,1,0,1,78,79,1.27,Mid-Distance,Kansas
16373,October,2022,Escambia,FL,Passenger,0,1,1,119,120,0.83,Furthest,Florida
16374,October,2022,Solano,CA,Passenger,2,0,2,148,150,1.33,Nearest,California
16375,October,2022,Moore,NC,Passenger,0,1,1,108,109,0.92,Furthest,North Carolina
16378,October,2022,Washington,MD,Passenger,2,0,2,14,16,12.5,Furthest,Maryland
16380,October,2022,Wilson,TX,Passenger,0,1,1,2,3,33.33,Mid-Distance,Texas
16381,October,2022,Norfolk,VA,Passenger,3,3,6,273,279,2.15,Furthest,Virginia
16383,October,2022,Manassas,VA,Passenger,0,1,1,7,8,12.5,Furthest,Virginia
16384,October,2022,Goochland,VA,Passenger,0,1,1,74,75,1.33,Furthest,Virginia
16385,October,2022,District of Columbia,DC,Passenger,4,0,4,158,162,2.47,Furthest,District of Columbia
16386,October,2022,Wichita,TX,Passenger,2,0,2,36,38,5.26,Mid-Distance,Texas
16391,October,2022,Montgomery,PA,Passenger,1,0,1,19,20,5.0,Furthest,Pennsylvania
16393,October,2022,Fairfax,VA,Passenger,6,3,9,570,579,1.55,Furthest,Virginia
16395,October,2022,Sedgwick,KS,Passenger,1,1,2,65,67,2.99,Mid-Distance,Kansas
16396,October,2022,Spartanburg,SC,Passenger,0,1,1,29,30,3.33,Furthest,South Carolina
16397,October,2022,Alexandria,VA,Passenger,4,0,4,97,101,3.96,Furthest,Virginia
16400,October,2022,Bexar,TX,Passenger,5,3,8,389,397,2.02,Mid-Distance,Texas
16401,October,2022,Sumter,SC,Passenger,0,1,1,33,34,2.94,Furthest,South Carolina
16402,October,2022,Portsmouth,VA,Passenger,0,1,1,71,72,1.39,Furthest,Virginia
16403,October,2022,Travis,TX,Passenger,1,0,1,88,89,1.12,Mid-Distance,Texas
16404,October,2022,Placer,CA,Passenger,2,0,2,58,60,3.33,Nearest,California
16405,October,2022,Bell,TX,Passenger,1,0,1,283,284,0.35,Mid-Distance,Texas
16406,October,2022,Calvert,MD,Passenger,0,2,2,74,76,2.63,Furthest,Maryland
16408,October,2022,Denton,TX,Passenger,1,0,1,54,55,1.82,Mid-Distance,Texas
16409,October,2022,Essex,NJ,Passenger,2,0,2,8,10,20.0,Furthest,New Jersey
16410,October,2022,Adams,CO,Passenger,1,0,1,35,36,2.78,Mid-Distance,Colorado
16411,October,2022,Chesapeake,VA,Passenger,3,3,6,299,305,1.97,Furthest,Virginia
16412,October,2022,El Paso,CO,Passenger,3,1,4,536,540,0.74,Mid-Distance,Colorado
16413,October,2022,Elmore,ID,Passenger,1,0,1,12,13,7.69,Nearest,Idaho
16414,October,2022,Monterey,CA,Passenger,1,1,2,120,122,1.64,Nearest,California
16416,October,2022,Jackson,OK,Passenger,0,1,1,32,33,3.03,Mid-Distance,Oklahoma
16417,October,2022,Rockingham,NH,Passenger,1,0,1,12,13,7.69,Furthest,New Hampshire
16418,October,2022,Sheridan,WY,Passenger,1,0,1,5,6,16.67,Nearest,Wyoming
16420,October,2022,Champaign,IL,Passenger,1,0,1,8,9,11.11,Mid-Distance,Illinois
16421,October,2022,Miami-Dade,FL,Passenger,1,0,1,67,68,1.47,Furthest,Florida
16422,October,2022,Contra Costa,CA,Passenger,0,3,3,214,217,1.38,Nearest,California
16423,October,2022,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest,Kentucky
16424,October,2022,Santa Clara,CA,Passenger,9,2,11,184,195,5.64,Nearest,California
16426,October,2022,Prince George's,MD,Passenger,3,1,4,110,114,3.51,Furthest,Maryland
16427,October,2022,Salt Lake,UT,Passenger,1,1,2,108,110,1.82,Nearest,Utah
16428,October,2022,Hamilton,OH,Truck,1,0,1,2,3,33.33,Furthest,Ohio
16429,October,2022,Stafford,VA,Passenger,2,1,3,81,84,3.57,Furthest,Virginia
16430,October,2022,Kings,CA,Passenger,2,1,3,284,287,1.05,Nearest,California
16436,October,2022,Rockdale,GA,Passenger,1,0,1,6,7,14.29,Furthest,Georgia
16437,October,2022,DeKalb,GA,Passenger,1,0,1,41,42,2.38,Furthest,Georgia
16439,October,2022,Pulaski,AR,Passenger,3,0,3,27,30,10.0,Mid-Distance,Arkansas
16440,October,2022,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest,New Hampshire
16441,October,2022,Charles,MD,Passenger,1,1,2,51,53,3.77,Furthest,Maryland
16442,October,2022,Loudoun,VA,Passenger,3,1,4,61,65,6.15,Furthest,Virginia
16444,October,2022,Louisa,VA,Passenger,0,1,1,1,2,50.0,Furthest,Virginia
16445,October,2022,Galveston,TX,Passenger,0,1,1,16,17,5.88,Mid-Distance,Texas
16446,October,2022,Ray,MO,Passenger,0,1,1,1,2,50.0,Furthest,Missouri
16450,October,2022,Fairbanks North Star,AK,Passenger,0,1,1,63,64,1.56,Nearest,Alaska
16451,October,2022,Hidalgo,TX,Passenger,0,1,1,50,51,1.96,Mid-Distance,Texas
16452,October,2022,Allegheny,PA,Passenger,1,1,2,48,50,4.0,Furthest,Pennsylvania
16454,October,2022,Danville,VA,Passenger,1,0,1,0,1,100.0,Furthest,Virginia
16455,October,2022,Philadelphia,PA,Passenger,1,0,1,36,37,2.7,Furthest,Pennsylvania
16456,October,2022,Queens,NY,Passenger,1,0,1,33,34,2.94,Furthest,New York
16459,October,2022,Hoke,NC,Passenger,1,0,1,60,61,1.64,Furthest,North Carolina
16460,October,2022,Harrison,MS,Passenger,1,0,1,34,35,2.86,Mid-Distance,Mississippi
16461,October,2022,Fairfax,VA,Truck,1,0,1,105,106,0.94,Furthest,Virginia
16462,October,2022,Clark,NV,Passenger,4,2,6,441,447,1.34,Nearest,Nevada
16463,October,2022,Cumberland,PA,Passenger,1,0,1,35,36,2.78,Furthest,Pennsylvania
16464,October,2022,Virginia Beach,VA,Passenger,2,0,2,469,471,0.42,Furthest,Virginia
16468,October,2022,Sonoma,CA,Passenger,1,1,2,67,69,2.9,Nearest,California
16471,October,2022,Arapahoe,CO,Passenger,0,1,1,72,73,1.37,Mid-Distance,Colorado
16472,October,2022,Alameda,CA,Passenger,4,0,4,165,169,2.37,Nearest,California
16473,October,2022,Leavenworth,KS,Passenger,0,1,1,93,94,1.06,Mid-Distance,Kansas
16474,October,2022,El Paso,TX,Passenger,2,0,2,296,298,0.67,Mid-Distance,Texas
16475,October,2022,Honolulu,HI,Passenger,3,3,6,294,300,2.0,Nearest,Hawaii
16476,October,2022,Harnett,NC,Passenger,2,0,2,134,136,1.47,Furthest,North Carolina
16477,October,2022,San Diego,CA,Passenger,17,10,27,2100,2127,1.27,Nearest,California
16480,October,2022,Williamson,TX,Passenger,0,2,2,66,68,2.94,Mid-Distance,Texas
16481,October,2022,Carroll,MD,Passenger,0,1,1,17,18,5.56,Furthest,Maryland
16482,October,2022,Rock Island,IL,Passenger,0,1,1,15,16,6.25,Mid-Distance,Illinois
16483,October,2022,Owyhee,ID,Passenger,1,0,1,3,4,25.0,Nearest,Idaho
16484,October,2022,Platte,MO,Passenger,1,0,1,19,20,5.0,Furthest,Missouri
16485,October,2022,Richmond,GA,Passenger,0,1,1,57,58,1.72,Furthest,Georgia
16486,October,2022,Yellowstone,MT,Passenger,0,1,1,18,19,5.26,Nearest,Montana
16489,October,2022,Gwinnett,GA,Passenger,1,0,1,47,48,2.08,Furthest,Georgia
16491,October,2022,Sevier,AR,Passenger,0,1,1,0,1,100.0,Mid-Distance,Arkansas
16492,October,2022,Wood,OH,Passenger,0,1,1,3,4,25.0,Furthest,Ohio
16493,October,2022,Onslow,NC,Passenger,0,1,1,153,154,0.65,Furthest,North Carolina
16494,October,2022,St. Clair,IL,Passenger,2,0,2,115,117,1.71,Mid-Distance,Illinois
16500,October,2022,Frederick,MD,Passenger,1,0,1,57,58,1.72,Furthest,Maryland
16501,October,2022,Bartow,GA,Passenger,0,1,1,3,4,25.0,Furthest,Georgia
16502,October,2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11,Mid-Distance,Louisiana
16503,October,2022,St. Tammany,LA,Passenger,1,0,1,33,34,2.94,Mid-Distance,Louisiana
16504,October,2022,Hillsborough,FL,Passenger,0,1,1,112,113,0.88,Furthest,Florida
16505,October,2022,Napa,CA,Passenger,0,1,1,10,11,9.09,Nearest,California
16506,October,2022,Richmond,NY,Passenger,1,0,1,6,7,14.29,Furthest,New York
16507,October,2022,San Bernardino,CA,Passenger,1,1,2,291,293,0.68,Nearest,California
16508,October,2022,Kauai,HI,Passenger,1,0,1,14,15,6.67,Nearest,Hawaii
16512,October,2022,Nassau,NY,Passenger,1,0,1,21,22,4.55,Furthest,New York
16513,October,2022,Lee,FL,Passenger,1,0,1,24,25,4.0,Furthest,Florida
16514,October,2022,Los Angeles,CA,Passenger,6,6,12,685,697,1.72,Nearest,California
16515,October,2022,Saratoga,NY,Passenger,1,0,1,37,38,2.63,Furthest,New York
16516,October,2022,Cook,IL,Passenger,2,0,2,162,164,1.22,Mid-Distance,Illinois
16517,October,2022,Maricopa,AZ,Passenger,7,2,9,739,748,1.2,Nearest,Arizona
16518,October,2022,Penobscot,ME,Passenger,0,1,1,8,9,11.11,Furthest,Maine
16519,October,2022,Camden,NJ,Passenger,0,1,1,12,13,7.69,Furthest,New Jersey
16520,October,2022,Polk,OR,Passenger,0,1,1,19,20,5.0,Nearest,Oregon
16521,October,2022,Anne Arundel,MD,Passenger,4,4,8,304,312,2.56,Furthest,Maryland
16522,October,2022,Montgomery,MD,Passenger,4,2,6,177,183,3.28,Furthest,Maryland
16523,October,2022,Hennepin,MN,Passenger,1,0,1,41,42,2.38,Mid-Distance,Minnesota
16524,October,2022,Williams,ND,Passenger,0,1,1,5,6,16.67,Mid-Distance,North Dakota
16526,October,2022,Bryan,GA,Passenger,0,1,1,37,38,2.63,Furthest,Georgia
16527,October,2022,Hawaii,HI,Passenger,1,0,1,29,30,3.33,Nearest,Hawaii
16528,October,2022,Duval,FL,Passenger,1,2,3,246,249,1.2,Furthest,Florida
16530,October,2022,Nueces,TX,Passenger,0,1,1,49,50,2.0,Mid-Distance,Texas
16531,October,2022,Harris,TX,Passenger,1,0,1,126,127,0.79,Mid-Distance,Texas
16533,October,2022,Broward,FL,Passenger,1,0,1,65,66,1.52,Furthest,Florida
16534,October,2022,Boulder,CO,Passenger,1,0,1,31,32,3.12,Mid-Distance,Colorado
16535,October,2022,Sarasota,FL,Passenger,1,0,1,17,18,5.56,Furthest,Florida
16539,October,2022,Las Animas,CO,Passenger,1,0,1,1,2,50.0,Mid-Distance,Colorado
16540,October,2022,Allen,IN,Passenger,1,0,1,12,13,7.69,Furthest,Indiana
16541,October,2022,Lincoln,OR,Passenger,0,1,1,19,20,5.0,Nearest,Oregon
16542,October,2022,Randolph,NC,Passenger,1,0,1,5,6,16.67,Furthest,North Carolina
16543,October,2022,Jefferson,NY,Passenger,0,1,1,193,194,0.52,Furthest,New York
16544,October,2022,Suffolk,VA,Passenger,1,0,1,114,115,0.87,Furthest,Virginia
16545,October,2022,St. Mary's,MD,Passenger,1,0,1,171,172,0.58,Furthest,Maryland
16546,October,2022,Berkeley,SC,Passenger,0,1,1,111,112,0.89,Furthest,South Carolina
16547,October,2022,Lake,IL,Passenger,1,0,1,119,120,0.83,Mid-Distance,Illinois
16549,October,2022,Cape May,NJ,Passenger,0,1,1,7,8,12.5,Furthest,New Jersey
16550,October,2022,Houston,GA,Passenger,1,0,1,27,28,3.57,Furthest,Georgia
16551,October,2022,Ulster,NY,Passenger,1,0,1,5,6,16.67,Furthest,New York
16553,October,2022,Kootenai,ID,Truck,1,0,1,30,31,3.23,Nearest,Idaho
16554,October,2022,Sarpy,NE,Passenger,1,0,1,49,50,2.0,Mid-Distance,Nebraska
16555,October,2022,New London,CT,Passenger,2,4,6,185,191,3.14,Furthest,Connecticut
16556,October,2022,Howard,MD,Passenger,0,1,1,49,50,2.0,Furthest,Maryland
16559,October,2022,Douglas,CO,Passenger,0,1,1,61,62,1.61,Mid-Distance,Colorado
16561,October,2022,Dorchester,SC,Passenger,1,0,1,45,46,2.17,Furthest,South Carolina
16563,October,2022,Marin,CA,Passenger,0,1,1,28,29,3.45,Nearest,California
16569,October,2022,Cumberland,NC,Passenger,1,2,3,326,329,0.91,Furthest,North Carolina
16570,October,2022,Orange,CA,Passenger,5,2,7,308,315,2.22,Nearest,California
16571,October,2022,Burlington,NJ,Passenger,0,2,2,96,98,2.04,Furthest,New Jersey
16572,October,2022,Lake,FL,Passenger,1,0,1,16,17,5.88,Furthest,Florida
16575,October,2022,Dallas,TX,Passenger,1,0,1,91,92,1.09,Mid-Distance,Texas
16577,October,2022,San Joaquin,CA,Passenger,1,0,1,76,77,1.3,Nearest,California
16578,October,2022,Sacramento,CA,Passenger,3,0,3,177,180,1.67,Nearest,California
16579,October,2022,Pennington,SD,Passenger,2,0,2,24,26,7.69,Mid-Distance,South Dakota
16580,October,2022,Fort Bend,TX,Passenger,1,0,1,22,23,4.35,Mid-Distance,Texas
16581,October,2022,Ventura,CA,Passenger,2,1,3,213,216,1.39,Nearest,California
16582,October,2022,Douglas,NE,Passenger,2,2,4,31,35,11.43,Mid-Distance,Nebraska
16585,October,2022,Multnomah,OR,Passenger,0,3,3,469,472,0.64,Nearest,Oregon
16588,October,2022,Beaufort,SC,Passenger,1,0,1,21,22,4.55,Furthest,South Carolina
16590,October,2022,Charleston,SC,Passenger,2,2,4,53,57,7.02,Furthest,South Carolina
16592,October,2022,Riverside,CA,Passenger,7,0,7,417,424,1.65,Nearest,California
16594,October,2022,Clackamas,OR,Passenger,1,0,1,121,122,0.82,Nearest,Oregon
16595,October,2022,St. Louis,MO,Passenger,1,0,1,55,56,1.79,Furthest,Missouri
16596,October,2022,Arlington,VA,Passenger,1,0,1,107,108,0.93,Furthest,Virginia
16597,October,2022,Okaloosa,FL,Passenger,0,1,1,92,93,1.08,Furthest,Florida
16598,September,2017,Santa Fe,NM,Passenger,0,1,1,42,43,2.33,Mid-Distance,New Mexico
16602,September,2017,Prince William,VA,Passenger,0,3,3,268,271,1.11,Furthest,Virginia
16603,September,2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56,Furthest,Massachusetts
16604,September,2017,Madison,ID,Passenger,1,0,1,37,38,2.63,Nearest,Idaho
16605,September,2017,Arlington,VA,Passenger,1,2,3,163,166,1.81,Furthest,Virginia
16606,September,2017,Virginia Beach,VA,Passenger,2,1,3,656,659,0.46,Furthest,Virginia
16609,September,2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33,Mid-Distance,Illinois
16611,September,2017,Travis,TX,Passenger,0,1,1,190,191,0.52,Mid-Distance,Texas
16613,September,2017,Lane,OR,Passenger,0,1,1,218,219,0.46,Nearest,Oregon
16615,September,2017,El Paso,CO,Passenger,2,0,2,774,776,0.26,Mid-Distance,Colorado
16617,September,2017,Frederick,MD,Passenger,0,1,1,83,84,1.19,Furthest,Maryland
16618,September,2017,Riverside,CA,Passenger,1,2,3,751,754,0.4,Nearest,California
16620,September,2017,Sedgwick,KS,Passenger,0,1,1,102,103,0.97,Mid-Distance,Kansas
16621,September,2017,Los Angeles,CA,Passenger,5,2,7,1234,1241,0.56,Nearest,California
16624,September,2017,Kent,MI,Passenger,0,1,1,36,37,2.7,Furthest,Michigan
16626,September,2017,Portsmouth,VA,Passenger,0,1,1,66,67,1.49,Furthest,Virginia
16628,September,2017,Wayne,MI,Passenger,0,1,1,67,68,1.47,Furthest,Michigan
16630,September,2017,Montgomery,TX,Passenger,1,0,1,61,62,1.61,Mid-Distance,Texas
16632,September,2017,Canyon,ID,Passenger,0,1,1,92,93,1.08,Nearest,Idaho
16633,September,2017,Duval,FL,Passenger,1,1,2,367,369,0.54,Furthest,Florida
16636,September,2017,Anne Arundel,MD,Passenger,0,1,1,494,495,0.2,Furthest,Maryland
16637,September,2017,Manatee,FL,Passenger,1,0,1,42,43,2.33,Furthest,Florida
16638,September,2017,Howard,MD,Passenger,0,2,2,88,90,2.22,Furthest,Maryland
